CASE REFERENCE ,CASE DATE,SERVICE TYPE,CLASSIFICATION,CASE TEXT,ADDRESS,DECISION TARGET DATE,STATUS,CODETEXT,GEO X,GEO Y ,DECISION DATE,DECISION,DECISION TYPE,DECISION NOTICE DATE,APPEAL DECISION DATE,PUBLIC CONSULTATION START DATE,PUBLIC CONSULTATION END DATE,WARD
17/22007/TCA,25/01/2017,TCA,TCA,Fell three trees (Tree in a Conservation Area),"The Hill
Burnley Road
Luddenden Foot
Sowerby Bridge
Calderdale
HX2 7NA
",08/03/2017,40,40,406277,424877,07/03/2017,40,DEL,08/03/2017,,,03/02/2017,17
16/01390/DISC1,01/02/2017,DISC1,DISC,Submission of details to comply with condition 2 to permission 16/01390,"Russell Lodge
Skircoat Green Road
Halifax
Calderdale
HX3 0BJ
",29/03/2017,PCOMP,PCOMP,409142,423587,26/04/2017,PCOMP,,26/04/2017,,,24/02/2017,13
17/00128/COU,02/02/2017,COU,Q20,Change of Use from Retail (A1) to Cafe and Cocktail bar (A3),"80A Commercial Street
Brighouse
Calderdale
HD6 1AQ
",07/04/2017,1,1,414514,422892,24/03/2017,1,DEL,27/03/2017,,10/02/2017,14/03/2017,1
17/00110/FUL,10/02/2017,FUL,Q20,Change of use of land to facilitate detached garage.,"Land North East 29
Hollin Street
Triangle
Sowerby Bridge
Calderdale

",07/04/2017,1,1,404401,422395,12/04/2017,1,DEL,12/04/2017,,16/02/2017,09/03/2017,12
17/42005/42DAYS,10/02/2017,42DAYS,,"Prior approval application for proposed single storey extension to rear, extending out by 5m, maximum height 3.9m, 2.5m to eaves.","12 Highlands Park
Holmfield
Halifax
Calderdale
HX2 9UL
",17/03/2017,18,18,407793,428672,22/03/2017,18,,22/03/2017,,21/02/2017,17/03/2017,6
17/00166/FUL,10/02/2017,FUL,Q13,Amendment to Plot 4 on previous planning application 16/00780/FUL,"Moorcock Inn
Moor Bottom Lane
Norland
Sowerby Bridge
Calderdale
HX6 3RP
",26/04/2017,1,1,405480,421809,26/04/2017,1,DEL,26/04/2017,,17/03/2017,17/04/2017,4
16/00122/DISC1,15/02/2017,DISC1,DISC,Submission of information to Discharge Conditions on application 16/00122 - conditions 4 and 7,"Land At Junction Of Rocks Lane And
Union Lane
Ogden
Halifax
Calderdale

",12/04/2017,PCOMP,PCOMP,406523,429928,26/06/2017,PCOMP,,26/06/2017,,,16/03/2017,6
16/00448/DISC1,17/02/2017,DISC1,DISC,Submission of information to Discharge Conditions on application 16/00448- condition 5,"200 Smith House Lane
Lightcliffe
Brighouse
Calderdale

",16/05/2017,PCOMP,PCOMP,414550,424919,12/04/2017,PCOMP,,12/04/2017,,,,5
17/00207/FUL,20/02/2017,FUL,Q18,Installation of new shopfront and two air conditioning units to rear,"33 Southgate
Elland
West Yorkshire
HX5 0BW
",04/05/2017,1,1,410826,421057,08/05/2017,1,DEL,08/05/2017,,29/03/2017,21/04/2017,3
17/10006/ADV,20/02/2017,ADV,Q22,Non-illuminated fascia sign (Advertisement Consent),"33 Southgate
Elland
Calderdale
HX5 0BW
",04/05/2017,4,4,410826,421057,04/05/2017,4,DEL,04/05/2017,,,21/04/2017,3
17/00944/192,02/08/2017,192,Q26,"The carrying out of the balance of the works in relation to 14/00356/LBC, which has commenced is lawful (Lawful Development Certificate)","White Windows Rest Home
Fore Lane
Sowerby Bridge
Calderdale
HX6 1BJ
",27/09/2017,,PCO,405323,423276,,,,,,,01/09/2017,12
17/00438/DISC1,02/08/2017,DISC1,DISC,"Submission of details to comply with conditions to permission 17/00438 nos. 1,2,3,4,5,6,7,8,9,10,11  12","Land Between 36 And 43
Keighley Road
Hebden Bridge
Calderdale

",03/10/2017,,PCO,399768,429597,,,,,,,25/08/2017,2
17/00948/FUL,02/08/2017,FUL,,Amended house design to plot 8 on previously approved permission 15/01310/FUL,"Plot 8
White Hart Fold
Sowerby Bridge
Calderdale
HX6 4JS
",,,INV,403385,419205,,,,,,,,12
17/00969/HSE,07/08/2017,HSE,Q21,Conversion of garage to form Utility and play room,"1 New Street
Stainland
Elland
Calderdale
HX4 9QL
",16/10/2017,,PCO,407528,419349,,,,,,25/08/2017,29/09/2017,4
17/20139/TPO,02/08/2017,TPO,TPO,Prune one tree (Tree Preservation Order),"Blue Bell Cottage
39 Towngate
Midgley
Sowerby Bridge
Calderdale
HX2 6UJ
",27/09/2017,,PCO,402788,426389,,,,,,08/08/2017,29/08/2017,7
17/00978/CON,09/08/2017,CON,,Conversion of existing barn to form dwelling,"Clunters Farm
Clunters Lane
Luddenden Foot
Sowerby Bridge
Calderdale
HX2 6JX
",,,INV,402722,424546,,,,,,,,7
17/00999/HSE,14/08/2017,HSE,Q21,Two-storey side extension (revised scheme to 14/00402/HSE),"12 Longstaff Court
Hebden Bridge
Calderdale
HX7 6AB
",16/10/2017,,PCO,398467,427262,,,,,,25/08/2017,15/09/2017,2
17/01003/HSE,14/08/2017,HSE,Q21,Dormer to rear,"16 Clay Street
Pellon
Halifax
Calderdale
HX1 4RX
",09/10/2017,,PCO,407828,425487,,,,,,21/08/2017,11/09/2017,10
17/01059/HSE,24/08/2017,HSE,,"Replace flat roof with pitched, First floor extension & single storey porch extension to East.","1 Birchfield 
Norland Town Road
Sowerby Bridge
HX6 3RH",,,REC,,,,,,,,,,
09/01483/DEVAC,19/10/2016,DEVAC,DEVAC,"Restoration of farmhouse and cottage and conversion and rebuild of attached barn to form single dwelling together with single storey rear extensions and detached garage (Amended Plans) 
","Manor House
Wadsworth Lane
Hebden Bridge
West Yorkshire
HX7 8PP
",03/01/2017,REPLY,REPLY,400130,427313,12/01/2017,REPLY,,12/01/2017,,,,2
17/20062/TPO,08/05/2017,TPO,TPO,Prune two trees (Tree Preservation Order),"Nettle Hill
13 - 15 Hough
Northowram
Halifax
Calderdale
HX3 7AP
",03/07/2017,4,4,410985,426286,26/06/2017,4,DEL,26/06/2017,,19/05/2017,09/06/2017,8
17/20066/TPO,24/04/2017,TPO,TPO,Fell one tree (Tree Preservation Order),"12 Craiglands
Hipperholme
Brighouse
West Yorkshire
HX3 8NR
",19/06/2017,14,14,412718,425731,15/06/2017,14,DEL,15/06/2017,,11/05/2017,13/06/2017,5
17/30004/INF,12/04/2017,INF,,Scout road landfill works,"Land To East Of Elm Wood
Scout Road
Mytholmroyd
Hebden Bridge
Calderdale

",03/05/2017,REPLY,REPLY,401645,425590,12/04/2017,REPLY,,12/04/2017,,,,7
17/00005/DTA,18/05/2017,DTA,DTA,Residential development of up to 23 dwellings.,"Peakstones Farm
Soaper Lane
Shelf
Halifax
Calderdale
HX3 7PX
",13/07/2017,,PCO,412686,429528,,,,,,,,8
17/00665/COU,24/05/2017,COU,,Change of use from Hotel (C1)  to supported housing scheme (Sui generis),"Shakespeare Inn
3 Horton Street
Halifax
Calderdale
HX1 1PU
",,,APPRET,409380,424969,,,,,,,,16
17/00670/FUL,25/05/2017,FUL,Q13,Detached dwelling,"Land At The Pastures
Giles Hill Lane
Shelf
Halifax
West Yorkshire

",02/10/2017,,PCO,411595,429528,,,,,,14/08/2017,14/09/2017,8
17/00673/HSE,25/05/2017,HSE,Q21,Demolition of outbuilding to facilitate two-storey extension to rear,"7 Market Street
Hebden Bridge
West Yorkshire
HX7 6EU
",,,INV,399103,427211,,,,,,27/06/2017,10/09/2017,2
17/00073/DISC1,30/05/2017,DISC1,DISC,Submission of details to comply with conditions 5 & 6 to permission 17/00073/HSE,"18 Westborough Drive
Halifax
Calderdale
HX2 7QN
",02/08/2017,PCOMP,PCOMP,406790,425024,23/08/2017,PCOMP,,23/08/2017,,,22/06/2017,17
17/00656/CON,01/06/2017,CON,,Change of use of former barn into additional accommodation to dwelling,"1 Delph Field House
Stanage Lane
Shelf
Halifax
Calderdale
HX3 7TP
",,,INV,412144,429448,,,,,,,,8
17/00489/FUL,12/04/2017,FUL,Q07,Proposed development of 12 dwellings,"Land South West Of 69
Wakefield Road
Sowerby Bridge
Calderdale

",25/08/2017,,PCO,407278,423698,,,,,,08/06/2017,07/09/2017,14
17/00017/FUL,04/01/2017,FUL,Q13,"Demolition of existing dwellings, construction of detached dwelling including new access and tree works","Brook Row
Brian Royd Lane
Greetland
Elland
Calderdale

",01/03/2017,1,1,407850,421146,30/03/2017,1,DEL,30/03/2017,,13/01/2017,24/02/2017,4
17/00687/HSE,30/05/2017,HSE,Q21,Replacing existing extension to side and rear of house.,"1 Willowfield Drive
Halifax
Calderdale
HX2 7NH
",25/07/2017,1,1,406753,424422,18/07/2017,1,DEL,18/07/2017,,08/06/2017,29/06/2017,14
17/00689/HSE,30/05/2017,HSE,Q21,Side extension above existing garage & single storey rear extension,"16 Windsor Walk
Lightcliffe
Brighouse
Calderdale
HX3 8XE
",25/07/2017,1,1,414322,424760,20/07/2017,1,DEL,20/07/2017,,12/06/2017,04/07/2017,5
17/20088/TPO,02/06/2017,TPO,TPO,Fell one tree (Tree Preservation Order),"Woodleigh Hall
Ewood Lane
Todmorden
West Yorkshire
OL14 7DF
",28/07/2017,14,14,392726,424833,28/07/2017,14,DEL,28/07/2017,,13/06/2017,11/07/2017,15
17/00292/FUL,06/03/2017,FUL,Q18,Replacement of conservatory and extension to kitchen,"Copper Cow
Burnley Road
Luddenden Foot
Sowerby Bridge
Calderdale
HX6 2UG
",14/06/2017,1,1,405254,424215,14/06/2017,1,DEL,14/06/2017,,28/04/2017,19/05/2017,7
17/00746/FUL,15/06/2017,FUL,Q18,Automated teller machine (retrospective),"31 Union Street
Halifax
Calderdale
HX1 1PR
",28/09/2017,,PCO,409458,424981,,,,,,10/08/2017,15/09/2017,16
17/00220/HSE,22/02/2017,HSE,Q21,Single storey extension to rear,"272 Saddleworth Road
Greetland
Elland
West Yorkshire
HX4 8NF
",26/04/2017,1,1,408684,421055,13/04/2017,1,DEL,13/04/2017,,10/03/2017,31/03/2017,4
17/00222/FUL,22/02/2017,FUL,Q18,Demolition of single storey terrace properties and construction of temporary flood wall,"10 - 16 Burnley Road
Mytholmroyd
Hebden Bridge
West Yorkshire
HX7 5LH
",19/04/2017,1,1,401319,426011,11/05/2017,1,DEL,11/05/2017,,13/03/2017,07/04/2017,7
17/00247/FUL,28/02/2017,FUL,Q18,"Change of use of former grassed verge land to Garden Centre, including retail building and perimeter fencing (Sui Generis).","Land Rear Of 60A
Commercial Street
Brighouse
Calderdale

",16/05/2017,1,1,414591,422922,15/05/2017,1,DEL,15/05/2017,,07/04/2017,05/05/2017,1
17/00248/HSE,28/02/2017,HSE,Q21,Form new external steps down to existing basement to front,"26 St Albans Avenue
Halifax
West Yorkshire
HX3 0LZ
",25/04/2017,1,1,409158,423106,25/04/2017,1,DEL,25/04/2017,,16/03/2017,17/04/2017,13
17/00254/HSE,01/03/2017,HSE,Q21,Single storey extension to rear & alterations to existing rear roof over lounge,"141 Grimescar Road
Ainley Top
Elland
Calderdale
HD2 2EB
",26/04/2017,1,1,411593,419486,25/04/2017,1,DEL,25/04/2017,,16/03/2017,07/04/2017,3
17/20023/TPO,06/03/2017,TPO,TPO,Re-coppice trees to ground level.(Tree Preservation Order),"Maude House
1A Royd Lane
Ripponden
Sowerby Bridge
Calderdale
HX6 4AY
",01/05/2017,14,14,403846,419980,25/04/2017,14,DEL,25/04/2017,,27/03/2017,18/04/2017,12
17/00314/HSE,09/03/2017,HSE,Q21,Two storey rear extension,"2 Temple
Underbank Avenue
Charlestown
Hebden Bridge
West Yorkshire
HX7 6PS
",24/05/2017,1,1,397128,426511,24/05/2017,1,DEL,24/05/2017,,11/04/2017,17/05/2017,2
17/00674/COU,01/06/2017,COU,Q20,Change of use from Post Office (A1) to Veterinary Surgery (D1),"Units 1 To 4
The Old Post Office
Station Road
Sowerby Bridge
West Yorkshire
HX6 3AA
",04/08/2017,1,1,405959,423421,02/08/2017,1,DEL,02/08/2017,,19/06/2017,27/07/2017,14
17/00574/FUL,03/05/2017,FUL,Q15,"New cladding and opening for roller shutter door to be formed on to south west elevation, remove existing cladding and form new openings for windows on north elevation and alteration of boundary to south corner of site","Bartre Works
Rastrick Common
Brighouse
Calderdale
HD6 3DR
",17/07/2017,1,1,414295,422214,25/07/2017,1,DEL,25/07/2017,,02/06/2017,17/07/2017,11
16/01643/DISC1,05/06/2017,DISC1,DISC,Submission of information to Discharge Condition 4 on application 16/01643,"Kirby Cote Farm
Kirby Cote Lane
Cragg Vale
Hebden Bridge
Calderdale
HX7 5TU
",31/07/2017,,PCO,400762,423377,,,,,,,,7
17/00708/192,06/06/2017,192,Q26,Use of premises for up to three young people (Lawful Development Certificate),"9 Bank Road
Sowerby Bridge
Calderdale
HX6 3PR
",01/08/2017,44,44,405898,423253,28/07/2017,44,DEL,28/07/2017,,,07/07/2017,14
17/00709/HSE,06/06/2017,HSE,Q21,Detached double garage,"51 Heath Lea
Halifax
West Yorkshire
HX1 2DA
",03/08/2017,1,1,409270,424420,03/08/2017,1,DEL,03/08/2017,,14/06/2017,07/07/2017,13
17/00710/FUL,06/06/2017,FUL,Q18,Detached dwelling (Revised Scheme to 16/00517),"100 Willowfield Road
Halifax
West Yorkshire
HX2 7NF
",02/08/2017,,PCO,406712,424617,,,,,,14/06/2017,07/07/2017,14
17/00728/CON,12/06/2017,CON,,Conversion and extension to farm building to form detached dwelling,"Corn Mill Farm
Mill Lane
Mixenden
Halifax
Calderdale

",,,INV,406468,428969,,,,,,,04/08/2017,6
17/30005/INF,13/06/2017,INF,INF,Improvements to play area.,"Land North East Of The Gardens
Rookes Lane
Norwood Green
Brighouse
Calderdale

",04/07/2017,REPLY,REPLY,414220,426670,13/06/2017,REPLY,,13/06/2017,,,,5
17/00759/HSE,19/06/2017,HSE,Q21,"Demolition of single storey extension, construction of single storey extension and re roofing works","30 Green Terrace Square
Halifax
Calderdale
HX1 3EP
",17/08/2017,1,1,408343,424131,16/08/2017,1,DEL,16/08/2017,,27/06/2017,28/07/2017,13
17/00771/HSE,20/06/2017,HSE,Q21,Two dormers to rear and new rooflights to front and rear,"8 Rawson Avenue
Halifax
West Yorkshire
HX3 0JP
",24/08/2017,1,1,408955,423278,17/08/2017,1,DEL,17/08/2017,,06/07/2017,11/08/2017,13
17/10017/ADV,15/06/2017,ADV,Q22,1 illuminated logo panel and 1 illuminated surround sign (retrospective),"31 Union Street
Halifax
Calderdale
HX1 1PR
",11/09/2017,,PCO,409458,424981,,,,,,,25/08/2017,16
17/00780/FUL,22/06/2017,FUL,,Amendment to previously approved planning application 03/00937FUL from two apartment blocks to one apartment block and row of 5 houses,"Derdale Mill
Derdale Street
Todmorden
Calderdale

",,,INV,394291,424155,,,,,,,,2
17/00813/FUL,30/06/2017,FUL,Q15,Construction of three new industrial units,"Land At Phoebe Lane Industrial Estate
Phoebe Lane
Halifax
Calderdale

",22/09/2017,,PCO,409720,424014,,,,,,16/08/2017,08/09/2017,16
17/00830/FUL,04/07/2017,FUL,Q18,Extension to yard area and extension of existing building,"Land To West Of Crown Works
Grantham Road
Halifax
Calderdale

",05/09/2017,,PCO,408587,426566,,,,,,13/07/2017,04/08/2017,16
17/00831/HSE,04/07/2017,HSE,Q21,Two storey side extension and single storey rear extension,"5 High Lane
Halifax
West Yorkshire
HX2 0NW
",31/08/2017,,PCO,405610,425563,,,DEL,,,17/07/2017,07/08/2017,17
17/00882/LBC,13/07/2017,LBC,Q23,"Change of use from gym (D2) to Childrens play area (D2), Cafe (A3) and function room/bar (A4) including internal and external alterations. (Listed Building Consent)","First Floor
Hollins Mill
Rochdale Road
Todmorden
Calderdale

",19/09/2017,,PCO,393421,422062,,,,,,01/08/2017,25/08/2017,15
17/00926/HSE,26/07/2017,HSE,Q21,Single storey side extension,"39 Northowram Green
Northowram
Halifax
Calderdale
HX3 7JE
",21/09/2017,,PDE,411238,427290,,,DEL,,,01/08/2017,22/08/2017,8
17/00593/HSE,09/05/2017,HSE,Q21,Detached garage,"Lower Hey House Barn
Scammonden Road
Barkisland
Sowerby Bridge
West Yorkshire
HX4 0EQ
",25/07/2017,11,11,405168,417142,07/08/2017,11,DEL,07/08/2017,,08/06/2017,23/07/2017,12
17/00327/FUL,14/03/2017,FUL,Q18,"Rearrangement of an existing builders merchant yard including construction of additional racking up to 5 metres in height, improvements to existing entrance and reinstatement of second entrance","Travis Perkins Trading Co Limited
Gibbet Street
Halifax
Calderdale
HX1 5BP
",09/05/2017,1,1,408621,425303,04/05/2017,1,DEL,04/05/2017,,,27/04/2017,10
17/00354/192,20/03/2017,192,Q26,Conversion of integral garage to living space (Lawful Development Certificate),"7 Bobbin Close
Bailiff Bridge
Brighouse
West Yorkshire
HD6 4FW
",15/05/2017,44,44,415036,425229,15/05/2017,44,DEL,15/05/2017,,,28/04/2017,5
17/00355/LBC,20/03/2017,LBC,Q23,Installation of horizontal oak fendering to bottom or tail timber lock gates (Listed Building Consent),"Lock 2
Tow Path Rochdale Canal From Kirkham Turn To Blackpit Lock
Sowerby Bridge
Calderdale

",15/05/2017,3,3,406301,423650,10/05/2017,3,DEL,10/05/2017,,,04/05/2017,14
17/00361/LBC,21/03/2017,LBC,Q23,"Internal alterations and renovation works to convert part of attic space, including reinstatement of former gable window, removal of non-original chimney stack and installation of rooflights (Listed Building Consent)","3 Birchcliffe
Sandy Gate
Hebden Bridge
Calderdale
HX7 8JA
",16/05/2017,3,3,399575,427425,12/06/2017,3,DEL,12/06/2017,,,05/05/2017,2
17/00375/HSE,23/03/2017,HSE,Q21,Detached garage,"1 Ing Head Cottages
Brighouse And Denholme Gate Road
Shelf
Halifax
Calderdale
HX3 7LD
",06/06/2017,1,1,412072,427703,06/06/2017,1,DEL,06/06/2017,,28/04/2017,19/05/2017,8
17/00385/FUL,24/03/2017,FUL,Q18,Car park extension to provide eight car parking spaces and 2.4m high green paladin fencing,"Cdp Limited
Huddersfield Road
Elland
West Yorkshire
HX5 9BW
",19/06/2017,1,1,411148,420634,19/06/2017,1,DEL,19/06/2017,,10/05/2017,02/06/2017,3
17/00388/FUL,24/03/2017,FUL,Q18,"New access ramp, steps and raised decking","Calderdale Industrial Museum
Square Road
Halifax
West Yorkshire
HX1 1QG
",19/05/2017,1,1,409598,425105,24/05/2017,1,DEL,24/05/2017,,12/04/2017,15/05/2017,16
16/20187/TPO,10/10/2016,TPO,TPO,"Prune two trees (Tree Preservation Order)
","14 Glen Mount Close
Wheatley
Halifax
West Yorkshire
HX3 5AU
",07/12/2016,4,4,407389,426766,02/12/2016,4,DEL,06/12/2016,,18/10/2016,11/11/2016,9
16/01324/HSE,11/10/2016,HSE,Q21,Orangery to side elevation,"1 Stanningden Rise
Ripponden
Sowerby Bridge
Calderdale
HX6 4FE
",06/12/2016,1,1,403305,418785,05/12/2016,1,DEL,05/12/2016,,19/10/2016,15/11/2016,12
16/01338/LBC,12/10/2016,LBC,Q23,"Re-building of chimney stack, replacement windows and door, installation of rooflight on south elevation and regularisation of existing rooflight on south elevation (Listed Building Consent)","8 Hollins
Hebden Bridge
Calderdale
HX7 7DZ
",07/12/2016,3,3,399057,427933,07/12/2016,3,DEL,07/12/2016,,21/10/2016,24/11/2016,2
16/01369/COU,18/10/2016,COU,Q20,Change of use of building previously used for a cafe (A3) to a clinic (D1)and upstairs flat (vacant) to a clinic (D1),"5 - 9 Water Street
Todmorden
Calderdale
OL14 5AB
",02/03/2017,1,1,393661,424111,02/03/2017,1,DEL,02/03/2017,,,28/02/2017,15
16/10042/ADV,18/10/2016,ADV,Q22,Non-illuminated aluminium fascia sign (Advertisement Consent),"5 - 9 Water Street
Todmorden
Calderdale
OL14 5AB
",07/02/2017,4,4,393661,424111,07/02/2017,4,DEL,07/02/2017,,,13/01/2017,15
16/00031/DISC2,21/06/2017,DISC2,DISC,"Submission of information to Discharge Conditions on application 16/00031 - condition 3 a,b,c and d","Hollins Mill
Rochdale Road
Todmorden
Calderdale

",18/08/2017,,PCO,393421,422062,,,,,,,07/07/2017,15
17/00779/HSE,22/06/2017,HSE,Q21,Two storey extension to side and rear,"25 Exley Lane
Elland
West Yorkshire
HX5 0SW
",17/08/2017,1,1,410441,421561,16/08/2017,1,DEL,16/08/2017,,27/06/2017,21/07/2017,3
17/00074/DISC1,25/06/2017,DISC1,DISC,"Submission of information to Discharge Conditions on application 17/00074 - conditions 2, 3, 6, 7, 8, 9, 10, 11, 12, 14 and 16","Land Opposite 1 To 4A
Holts Terrace
Siddal
Halifax
Calderdale

",20/08/2017,,PCO,409963,423802,,,,,,,13/07/2017,16
17/00787/FUL,26/06/2017,FUL,,"Replacement timber shed, log store and covered potting area","21 Sandyfoot
Barkisland
Sowerby Bridge
Calderdale
HX4 0JA
",,,APPRET,406018,420007,,,,,,,,12
17/00788/LBC,26/06/2017,LBC,Q23,"External alterations including reconfiguration of lean to, new windows, rooflights and doors, one additional flue, replacement rainwater goods and other minor works/changes.  Internal alterations to include rationalisation of floor levels, two new openings within stone wall adjoining lean to and works to modern fabric.","Brink Top Farm
Brink Top
Todmorden
Calderdale
OL14 6JB
",04/09/2017,,PDE,395604,423579,,,DEL,,,13/07/2017,11/08/2017,2
17/00821/FUL,30/06/2017,FUL,Q13,Proposed dwelling on site of redundant agricultural building,"Siddal Wells Cottage
Siddal Top Lane
Siddal
Halifax
Calderdale
HX3 9TU
",25/08/2017,,PDE,410596,423263,,,DEL,,,07/07/2017,11/08/2017,16
17/00837/FUL,06/07/2017,FUL,Q13,Conversion and extension of existing barn and demolition of associated outbuildings to create dwelling house (revised proposal),"3 Stormer Hill Lane
Sowerby Bridge
Calderdale
HX6 3RF
",31/08/2017,,PCO,406803,422471,,,,,,11/07/2017,14/08/2017,4
17/00840/FUL,06/07/2017,FUL,Q18,Eight electric car parking spaces with associated  equipment (part retrospective),"Hartshead Moor M62 Service Area Eastbound
Hartshead Moor M62 Service Areas
Highmoor Lane
Clifton
Brighouse
Calderdale

",31/08/2017,1,1,416752,424179,24/08/2017,1,DEL,24/08/2017,,,03/08/2017,1
17/00841/FUL,06/07/2017,FUL,Q18,Eight electric car parking spaces with associated equipment (part retrospective),"Hartshead Moor M62 Service Area Westbound
Hartshead Moor M62 Service Areas
Highmoor Lane
Clifton
Brighouse
West Yorkshire

",31/08/2017,1,1,417035,424118,24/08/2017,1,DEL,24/08/2017,,,03/08/2017,1
