Ratepayer,Property Reference,Property Address,Billing Address,RV,Net Debit ,Liability Start Date
Craggs Country Business Park Llp,76400721,"Suite 6 Craggs Country B/Pk, New Road, Cragg Vale, Hebden Bridge        HX7 5TT","H/O Craggs Country B Park, New Road, Cragg Vale, Hebden Bridge, HX7 5TT",1950,0,07/02/15
,64254015,"15 Stainland Road, Greetland, Halifax, HX4 8AD",,1675,810.7,10/16/15
Julie Simcock Ltd,76673701,"Shop 2 Croft Mill, Hebden Bridge, HX7 8AS","The Hollies, Hall Bank Lane, Mytholmroyd, HX7 5HQ",6800,438.82,11/01/15
Desire Wealth Management Ltd,76400717,"Suite 1 Craggs Country B/Pk, New Road, Cragg Vale, Hebden Bridge        HX7 5TT","Bury Lodge, Bury Road, Stowmarket, Suffolk, IP14 1JA",2325,0,09/03/15
Damson Brook Ltd,78416716,"Unit 2, 10A Nanholme Mill, Shaw Wood Road, Todmorden           OL14 6DA","3 Featherstall Square, Littleborough, OL15 8HD",1900,0,06/01/15
The Eyebag Company Ltd,64628765,"Unit 6F, Calderdale Business Park, Club Lane, Halifax              HX2 8AX","Unit 5, Calderdale Business Park, Club Lane, Halifax, HX2 8AX",2425,1173.7,09/01/15
,64628799,"Unit 7B, Calderdale Business Park, Club Lane, Halifax              HX2 8AX",,1050,0,05/18/15
The Schumacher Institute,64356702,"Unit 2 Riverside Works, Luddendenfoot, Halifax, HX2 6HU","4 Calder Terrace, Hebden Bridge, HX7 6LH",6400,0,10/09/15
,65516176,"176 King Cross Road, Halifax, HX1 3LN",,3150,0,09/22/15
Cyclemaid Ltd,29296738,"Unit 7 The Nurseries, Halifax Road, Brighouse, HD6 2QD","1 Slead Avenue, Brighouse, HD6 2JF",4050,1960.2,04/01/14
Fluetech Ltd,68536767,"Shed 1, Drakes Industrial Estate, Shay Lane, Halifax              HX3 6RL","Unit 19 Drakes Ind Estate, Shay Lane, Ovenden, Halifax, HX3 6RL",1475,713.9,07/01/15
Halifax Opportunities Trust,64242754,"Office 1 Ground Floor, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER","Elsie Whiteley Innovation Cent, Hopwood Lane, Halifax, HX1 5ER",4100,2037.7,11/03/15
,68472196,"196 Savile Park Road, Halifax, HX1 2XP",,4050,0,12/11/15
Blue Slate Properties Ltd,65144009,"9 George Street, Halifax, HX1 1HA",,11500,5101.74,10/31/14
Trustees Of J Ilingworth [Deceased],29080794,"34 Bradford Road, Brighouse, HD6 1RW","C/O Wheawill & Sudworth, P.O Box B 30, 35 Westgate, Huddersfield, HD1 1PA",8000,3976,11/21/14
Homestart Calderdale,65344866,"Office H M 2.2, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN","Office Hm 2.11, Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",2500,24.85,04/01/15
Aegis Martial Arts Academy - Hebden Bridge,76128703,"Salem Mill, Central Street, Hebden Bridge, HX7 6HB","Fao Tracey & Darren Ogden, Salem Community Resource Cntr, Central Street, Hebden Bridge, HX7 6HB",3150,0,04/01/15
,69264746,"First Floor, 2 Wards End, Halifax, HX1 1DD",,4350,2105.4,03/05/15
Thornber Chicks Ltd,76160821,"Unit 11C, Topland Country Busn.Pk, Cragg Road, Mytholmroyd          HX7 5RU","Dean Hey Farm, Cragg Road, Mytholmroyd, Hebden Bridge, HX7 5RU",7900,3926.3,03/01/15
R S Asbestos Ltd,76160820,"Unit 11B, Topland Country Busn.Pk, Cragg Road, Mytholmroyd          HX7 5RU","Stones House, Watty Lane, Todmorden, OL14 7JH",4800,0,03/01/15
Shaw Lodge Mills Ltd,68526701,"Level - 2 The 1850 Mill, Shaw Lodge Mills, Shaw Lane, Halifax              HX3 9ET","Sunrise House, Hulley Road, Macclesfield, Cheshire, SK10 2LP",3500,0,11/01/13
Shaw Lodge Mills Ltd,68526737,"Level 1 The 1862 Warehouse, Shaw Lodge Mills, Shaw Lane, Halifax              HX3 9ET","Sunrise House, Hulley Road, Macclesfield, Cheshire, SK10 2LP",8400,0,11/01/13
Redman Properties,68580732,"Office 4 2ND Floor, Venture House, 3 Silver Street, Halifax              HX1 1HS","Waterside, Wakefield Road, Halifax, HX3 0UA",6200,3081.4,06/01/13
Northern Orchestral Enterprises Ltd,64885718,"Office Suite E128, Dean Clough Mills, Halifax, HX3 5AX","Office Suite E128/130, Dean Clough Mills, Halifax, HX3 5AX",2225,221.17,03/17/14
,64885706,"Unit B R 2, Dean Clough Mills, Halifax, HX3 5AX",,4600,0,02/01/14
,65516779,"223A King Cross Road, Halifax, HX1 3JL",,5100,0,05/10/14
Optimum Storage Systems Ltd,64873705,"Unit 2 Brian Royd Mills, Brian Royd Lane, Greetland, Halifax              HX4 8PE","Unit 2 Brian Royd Mills, Brian Royd Lane, Greetland, Halifax, HX4 8PE",2750,1331,05/01/14
,78208702,"Harley Mill, Harley Street, Todmorden, OL14 5JE",,7800,3876.6,07/12/14
,68772073,"73 Stainland Road, Greetland, Halifax, HX4 8BD",,2550,0,07/01/14
,65592016,"Ground Floor, 16 Law Lane, Southowram, Halifax              HX3 9QU",,3200,0,02/02/11
,68356701,"Rawson Arcade, 13 Rawson Street, Halifax, HX1 1NH",,10750,4119.58,09/18/14
Frogeducation Ltd,64788760,"Office Suite D172, Dean Clough Office Park, Halifax, HX3 5AX","Office Suite D347, D Mill, Dean Clough Mills, Halifax, HX3 5AX",1350,653.4,07/01/13
Geekology Ltd,76500744,"Unit 22, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY","Unit 22, The Town Hall, St George's Street, Hebden Bridge, HX7 7BY",4900,0,06/21/14
Kinect Build Ltd (In Liquidation),78208009,"Kinect Build Ltd, 9 Harley Street, Todmorden, OL14 5JE","Simmonds & Company, Crown House, 217 Higher Hillgate, Stockport, Cheshire, SK1 3RB",4100,1984.4,02/14/14
,29272710,"36 Gooder Lane, Brighouse, HD6 1HT",,3150,0,04/09/13
Warmco Space Heating Ltd,56212733,"Unit 203 2ND Flr South Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY","Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",310,0,04/08/14
Mbi Consulting Ltd,77128734,"Unit 4 First Floor, No. 4 Warehouse, Canal Wharf, Sowerby Bridge       HX6 2AG","Unit 4 First Floor, No 4 Warehouse, The Wharf, Sowerby Bridge, HX6 2AG",6800,3291.2,09/12/14
Bda Surveying Ltd,64242751,"Office 26 First Floor, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER","167 London Road, Leicester, LE2 1EG",2200,1064.8,05/18/15
I Decisions [Uk] Ltd,65344891,"Unit S M 5.2, White Rose Mill, Holdsworth Road, Halifax              HX3 6SN","Fao Simon Hewett, Office Sm 5.2, White Rose Mill, Holdsworth Road, Halifax, HX3 6SN",4950,0,02/01/13
,29152017,"17 Charles Street, Brighouse, HD6 2DX",,8300,1539.75,05/24/14
Leeds Counselling,64584009,"Preston House, 9 Clare Road, Halifax, HX1 2HX","Leeds Bridge House, Hunslet Road, Leeds, LS10 1JN",9600,954.24,12/10/14
Homes & Communities Agency,65520721,"1st Floor, 6 King Cross Street, Halifax, HX1 2SH","Economic Assets Team, Lateral 8, City Walk, Leeds, LS11 9AT",5500,0,06/01/07
,65516708,"Office 4, 159 King Cross Road, Halifax, HX1 3LN",,750,0,04/01/15
Things To Brew Ltd,29296729,"Unit 9 The Nurseries, Halifax Road, Brighouse, HD6 2QD","F.A.O. Ms Kelly Oxley, 9 John Street, Lane Head, Brighouse, HD6 2DY",4550,0,04/01/10
Precedo Health Care Ltd,29452739,"Office 2, 11 Owler Ings Road, Brighouse, HD6 1EJ","Hallam Business Centre, Stubley Lane, Dronfield, S18 1LS",700,338.8,08/01/15
,68272709,"First Floor, Surefix Motoring Centre, Portland Place, Halifax              HX1 2QN",,5300,2634.1,03/06/13
John Henderson (Uk) Ltd,29636720,"Unit 7 Victoria Works, The Boathouse, Wharf Street, Brighouse            HD6 1PP","Unit 7 Victoria Works, The Boathouse, Wharf Street, Brighouse, HD6 1PP",3900,0,12/10/13
Elland Pharmco Ltd,56132760,"18 Huddersfield Road, Elland, HX5 9DW",,10750,5203,01/01/12
,65620701,"Knowle Garage, Leeds Road, Lightcliffe, Halifax             HX3 8SX",,3000,0,08/01/14
D P Squared Ltd,76012735,"Offices 1-3, 4 Albert Street, Hebden Bridge, HX7 8AH","Offices 1-3, 4 Albert Street, Hebden Bridge, HX7 8AH",3050,0,09/01/14
,77284740,"Office 5, Premier House, Holmes Road, Sowerby Bridge       HX6 3LD",,1475,713.9,04/01/14
,65625352,"352 Ovenden Road, Halifax, HX3 5TJ",,3550,0,08/18/14
Yorkshire Housing Ltd,68953022,"22 Silverwood Walk, Pellon, Halifax, HX2 0QR","F A O Shazia Butt, Beta House, Parkside Court, Co-Op Place, Bradford, BD5 8JX",3400,337.96,04/01/14
Mssq Ltd,65040708,"First Floor, 23 Emscote Street South, Halifax, HX1 3AN","52 Savile Park Street, Halifax, HX1 3EG",3650,0,02/01/14
,29492734,"Unit 2, River Street Business Park, River Street, Brighouse            HD6 1LU",,3600,0,04/01/14
Pod Space Ltd,64784888,"Office Suite D137, Dean Clough Mills, Halifax, HX3 5AX","Office Suite D 137, Dean Clough Mill, Halifax, HX3 5AX",6700,378.34,07/01/14
,68296750,"Unit 1 Washer Lane Works, Washer Lane, Halifax, HX2 7DX",,1800,0,09/03/14
Compass Bridge Ltd,56080722,"Unit 9 Bridgefield Mills, Bridgefield Works, Elland Bridge, Elland               HX5 0SG","Bridgefield Mill, Bridgefield Works, Elland Bridge, Elland, HX5 0SG",3900,387.66,04/01/13
,78026703,"Salter Rake Gate Cottage, Bottomley Road, Walsden, Todmorden           OL14 6QZ",,2150,0,05/26/14
,65276707,"Harrison House, 10 Harrison Road, Halifax, HX1 2AF",,540,0,04/07/14
Bradford Property Restoration Ltd,64584798,"Part First Floor, 3 Clare Road, Halifax, HX1 2HX",,5300,0,01/01/13
,65164892,"Unit 2, 561 Gibbet Street, Halifax, HX2 0AL",,3200,0,03/01/14
,29048737,"Rooms 3 & 4, 37 Bethel Street, Brighouse, HD6 1JR",,2275,0,04/01/12
,64778812,"Office Suite D222/224, Dean Clough Mills, Halifax, HX3 5AX",,5000,0,12/05/14
,77648007,"7 West Street, Sowerby Bridge, HX6 3AP",,2750,0,08/02/13
Tesco Personal Finance Ltd,65736746,"Atm Site At Tesco, 25 Westgate House, Market Street, Halifax              HX1 1PD","C/O G L Hearn Management Ltd, Po Box 1610, Southampton, SO15 3WX",11250,5445,04/01/10
,64344726,"Unit 55 Bowers Mill, Branch Road, Barkisland, Halifax             HX4 0AD",,4600,0,09/04/14
D & J Mattock Ltd,76360721,"42/44 Market Street, Hebden Bridge, HX7 6AA","Heald House, Scammonden Road, Barkisland, Halifax, HX4 0DE",6500,0,08/30/14
,29048016,"18 Bethel Street, Brighouse, HD6 1JN",,5700,0,05/01/14
The Farm Ripponden Ltd,77460724,"Butchers Arms, Rochdale Road, Ripponden, Sowerby Bridge       HX6 4JU","Butchers Arms, Rochdale Road, Ripponden, Sowerby Bridge, HX6 4JU",3850,0,09/01/11
,64288718,"Market Stall 21, Market Hall, Borough Market, Halifax             HX1 1DZ",,3850,0,06/23/14
Dean Clough Foundation,64778781,"Office Suite D140, Dean Clough Mills, Halifax, HX3 5AX","Attn Ruth Robinson, Office Suite D182, Dean Clough, Halifax, HX3 5AX",3800,377.72,02/09/14
,65364754,"Rear Part Unit H, Craven Edge Enterprise Cntr, Hopwood Lane, Halifax              HX1 5JH",,7700,1056.06,08/01/14
,77412740,"Part Gf Slitheroe Works, Oldham Road, Rishworth, Sowerby Bridge       HX6 4EW",,3400,0,04/01/13
,79049701,"1 Glen Hey, Scammonden, Huddersfield, HD3 3FR",,1750,0,06/23/14
,64288823,"Market Stall 77-79, Market Hall, Borough Market, Halifax              HX1 1DZ",,9100,2276.19,02/07/14
,65620717,"Office 7, The Spire, Leeds Road, Lightcliffe          HX3 8NU",,1575,0,04/01/14
,68620704,"Bijou Cafe, Sod House Green, Halifax, HX3 6QR",,2750,0,07/22/14
,77412705,"The Grove, Oldham Road, Rishworth, Sowerby Bridge      HX6 4QT",,11000,5467,10/27/14
,76648753,"Unit 4, S D H Industrial Estate, West Street, Sowerby Bridge       HX6 3BT",,5800,0,07/01/14
,64885721,"Unit BMG/W2, Dean Clough Mills, Halifax, HX3 5AX",,5400,0,11/13/13
,68456707,"Unit 3 Clifby Works, Sandbeds Road, Pellon, Halifax              HX2 0QQ",,4150,0,06/16/14
Units To Let [Northern] Ltd,77340742,"Unit 5 First Floor, Mearclough Works, Mearclough Road, Sowerby Bridge       HX6 3LF","Hartford Trading Estate, Suthers Street, Oldham, OL9 7TQ",950,0,07/01/12
Woodland Tiles Ltd,65008011,"11 Edwards Road, Halifax, HX2 7DG",,5600,0,10/14/13
,76224710,"Unit 2, George Street, Mytholmroyd, Hebden Bridge        HX7 5DT",,1950,0,02/01/14
Sar Food (Uk) Ltd,77600722,"24-26 Town Hall Street, Sowerby Bridge, HX6 2EA",,8500,4114,05/15/14
,65424054,"54 Illingworth Road, Illingworth, Halifax, HX2 9EN",,2275,0,09/30/14
Birds Nest Halifax Ltd,65516734,"227/227a King Cross Road, Halifax, HX1 3JL",,6500,262.16,07/27/14
,64756052,"52 Crown Street, Halifax, HX1 1JB",,6700,378.34,07/17/14
,29284738,"Unit 10, Kirklees Steelworks, Grove Street, Brighouse            HD6 1PL",,2500,0,04/02/13
Woodfield Enterprises Ltd,29404709,"Office 2, Part 1ST Flr, Town Hall (Rear), 16 Market Street, Brighouse            HD6 1AP","Woodfield House, Halifax Road, Hipperholme, Halifax, HX3 8HD",2250,0,10/26/14
Woodfield Enterprises Ltd,29404708,"Office 3, Part 2ND Flr, Town Hall (Rear), 16 Market Street, Brighouse            HD6 1AP","Woodfield House, Halifax Road, Hipperholme, Halifax, HX3 8HD",1550,0,10/26/14
,68308193,"193 Queens Road, Halifax, HX1 4NE",,4450,2153.8,05/02/14
Calderdale Mbc Markets Manager,78068713,"Stalls 21/22 Market Hall, Brook Street, Todmorden, OL14 5AJ","19 Albion Street, Halifax, HX1 1DU",3100,1540.7,10/01/12
North Halifax Partnership Ltd,64612708,"Sure Start Childrens Centre, Mobile Building 2, Clough Lane, Mixenden             HX2 8SH","Kevin Pearce Childrens Centre, Ovenden Road, Ovenden, Halifax, HX3 5RQ",5200,0,07/01/14
,68308194,"194 Queens Road, Halifax, HX1 4NE",,5400,0,10/20/14
Sowerby Bridge Wharf Ltd,77124702,"Grd Flr, Lower Calder House, The Wharf, Sowerby Bridge, HX6 2AG","The Wharf, Sowerby Bridge, HX6 2AG",3050,0,01/01/14
Ultra Fabrications Ltd,68444749,"Unit 2 Brook Mills, Saddleworth Road, Greetland, Halifax              HX4 8LZ",,5300,2565.2,10/01/14
,64464703,"Pack Horse Inn, Cain Lane, Southowram, Halifax             HX3 9SA",,4150,0,01/15/15
,68580728,"Unit 2, 2 Silver Street, Halifax, HX1 1HS",,4050,0,12/01/13
,78516702,"1A Wellington Road, Todmorden, OL14 5HL",,1425,0,04/08/14
Ck Solars & Roofing Ltd,64628802,"Unit 14F, Calderdale Business Park, Club Lane, Halifax              HX2 8AX","Fao Steven Carter, 1/3 Brighouse & Denholme Road, Bradford, BD13 4HG",4500,0,09/15/14
,65808764,"Unit 1 Reflecting Roadstuds, Mill Lane, Boothtown, Halifax              HX3 6TR",,6900,500.91,02/01/15
Vodafone Ltd,79036702,"Vodafone (4550), Oxenhope Moor Laboratories, Oxenhope Moor, Keighley             HX7 8AD","C/O Ctil, Rate A/C Management, Colliers Int Rating Uk Llp, 12th Floor, 11 Brindley Place, 2 Brunswick Square, Brindley Place, Birmingham, B1 2LP",5400,2613.6,04/01/10
Aim For Achievement In Mind Ltd,64242750,"Office 25 First Floor, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER",,2100,0,11/24/14
,78076065,"65 Burnley Road, Todmorden, OL14 7BS",,2800,0,07/01/14
Striped Shark Ltd,76252795,"Unit 8C, Topland Country Business Pk, Burnley Road, Mytholmroyd          HX7 5RU",,2500,0,03/01/14
,78076888,"Unit 4, Lineholme Industrial Estate, Burnley Road, Todmorden           OL14 7DH",,2125,0,01/01/14
,78012023,"23 Ashenhurst Road, Todmorden, OL14 8EB",,1775,0,04/29/13
Antha Ltd,76400720,"Suite 5 Craggs Country B/Pk, New Road, Cragg Vale, Hebden Bridge        HX7 5TT",,2325,0,10/01/14
El Greco Of Yorkshire Ltd,68096710,"91/93 Northgate, Halifax, HX1 1XJ","Registered Office, 171 Ballard Lane, London, N3 1LP",1525,738.1,02/01/15
Murts Motor Centre Ltd,76456704,"Sandbed Garage, Burnley Road, Sandbed, Hebden Bridge        HX7 6PT",,4050,0,06/01/14
Ebony Print Ltd (In Liquidation),77584700,"The Nook, West Street, Sowerby Bridge, HX6 3AJ","C/O Clark Business Recovery Limite, 26 York Place, Leeds, LS1 2EY",2175,0,11/30/12
,65612708,"Office 16/17 The Spire, Leeds Road, Halifax, HX3 8NU",,4800,0,06/02/14
,65728707,"18f Lydgate, Northowram, Halifax, HX3 7EJ",,4600,0,06/13/13
Burnley Road Ltd,78076897,"Stubley Lane Works, Burnley Road, Todmorden, OL14 7EF","P O Box 62, Todmorden, OL14 8WS",5000,0,02/11/14
,78400864,"Unit 16 Middle Floor, Old Fire Station, Rochdale Road, Todmorden           OL14 7NA",,1450,0,12/01/13
Halifax Opportunities Trust,64242717,"Office 19 Ground Floor, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER","Elsie Whiteley Innovation Cent, Hopwood Lane, Halifax, HX1 5ER",1425,0,11/01/14
,64500020,"20 Carr House Road, Shelf, Halifax, HX3 7QY",,4350,0,12/20/13
HX2 Maintenance Services Ltd,68536762,"Unit E Greenbank Storage, Drakes Industrial Estate, Shay Lane, Halifax              HX3 6RL","30 Clare Road, Halifax, HX1 2HX",5900,2855.6,12/01/14
,76176718,"4 Cheetham Street, Hebden Bridge, HX7 8EW",,2850,0,09/01/13
,78076035,"35 Burnley Road, Todmorden, OL14 7BU",,1675,0,06/18/14
,65388039,"39 Horton Street, Halifax, HX1 1QE",,6000,0,08/01/14
Klassiker 911 Ltd,29080773,"Unit 11 Heaton Estate, Bradford Road, Brighouse, HD6 4BW",,6500,262.16,04/01/14
,29080229,"229 Bradford Road, Brighouse, HD6 4BN",,4950,0,04/14/14
,68096103,"103 Northgate, Halifax, HX1 1XF",,4100,0,08/25/14
,77340761,"Unit 2A Mearclough Works, Mearclough Road, Sowerby Bridge, HX6 3LF",,1375,0,02/01/13
,68308834,"Unit 7/8, Queens Road Works, Queens Road, Halifax              HX1 3XY",,8600,1803.48,11/15/14
,76508707,"Unit 3, Bridge Mill, St Georges Square, Hebden Bridge       HX7 8ET",,860,0,07/01/14
,64288003,"3 Borough Market, Halifax, HX1 1DY",,3650,0,12/09/13
Units To Let [Northern] Ltd,77352736,"Unit 17B Mill House Works, Mill House Lane, Triangle, Sowerby Bridge      HX6 3LN","Hartford Trading Estate, Suthers Street, Oldham, OL9 7TQ",770,0,05/05/14
Ppc Uk Ltd (In Administration),64852702,"Ground Floor, Unit 1B Dunkirk Mills, Dunkirk Lane, Halifax              HX1 3TA","Leonard Curtis, Business Rescue & Recovery, 5 Albion Court, Leeds, LS1 6JL",2150,0,09/27/14
,77160709,"Unit 1, 3 Corporation Street, Sowerby Bridge, HX6 2QQ",,3300,1640.1,04/01/14
,65625712,"7-9 Ovenden Road, Halifax, HX3 5PN",,4400,0,06/20/14
,77697703,"Room 2, 3 Park Street, Sowerby Bridge, HX6 2BF",,1250,0,09/02/13
Belmont Service Station Ltd,77456706,"Electronic Delivery Locker, Rochdale Road, Sowerby Bridge, HX6 3BL","Belmont Garage, Rochdale Road, Sowerby Bridge, HX6 3BL",950,459.8,09/19/13
,78076852,"Unit 3 Robinwood Mill, Burnley Road, Todmorden, OL14 8JA",,1025,0,04/01/14
,64756045,"45 Crown Street, Halifax, HX1 1JB",,6000,0,01/25/15
,78068715,"Stall 24 Market Hall, Brook Street, Todmorden, OL14 5AJ",,1375,0,11/01/14
,78068711,"Stall 18 Market Hall, Brook Street, Todmorden, OL14 5AJ",,2325,0,01/01/13
,77648731,"Unit 32, Sdh Industrial Estate, West Street, Sowerby Bridge       HX6 3BS",,2800,0,05/01/14
,68740003,"3 St Johns Lane, Halifax, HX1 2JD",,3800,0,02/27/13
Scale Model Shop Ltd,65344946,"Room 5.3, White Rose Mill, Holdsworth Road, Halifax              HX3 6SN","Unit 5.3 White Rose Mill, Holdsworth Road, Holmfield, Halifax, HX3 6SN",560,0,09/01/14
Dawat-E-Islami,65164760,"Unit 9 (2nd Floor), Queens Road Mills, Gibbet Street, Halifax             HX1 4JX","187 Richmond Road, Accrington, Lancashire, BB5 0JB",1500,149.1,09/01/14
Lime Tree Europe Ltd,64242736,"Office 39 First Floor, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER",,1450,0,06/16/14
Nimbo Ltd,76252809,"Unit 2E, Greenhill Industrial Estate, Mytholmroyd, Hebden Bridge        HX7 5QF","Fao Stephen Jackson, Unit 2e Greenhill Ind Estate, Mytholmroyd, Hebden Bridge, HX7 5QF",8200,1455.36,04/01/13
,77108715,"Unit 1 R/O Hill Crest Garage, Burnley Road, Sowerby Bridge, HX6 2TL",,2900,0,04/01/14
,29088712,"Hillside Garage, Bramston Street, Brighouse, HD6 3AA",,10750,4119.58,08/14/14
Peter Jackson & Son Ltd,64344721,"Unit 14 Bowers Mill, Branch Road, Barkisland, Halifax              HX4 0AD","Units 62 & 53 Bowers Mill, Branch Road, Barkisland, Halifax, HX4 0AD",6800,3291.2,09/01/14
,78400760,"Wagon & Horses Inn, 786 Rochdale Road, Todmorden, OL14 7UA",,5400,0,04/17/14
Firth Steels Ltd,29492710,"River Street, Brighouse, HD6 1NH","Unit 2, Calder Bank, River Street, Brighouse, HD6 1LJ",9800,4870.6,11/01/14
,78192826,"Ground Floor Rear, 355 Halifax Road, Todmorden, OL14 5SR",,2325,0,01/01/15
,69196721,"Unit 2 Victoria Autos, Victoria Road, Halifax, HX1 5PT",,5400,2613.6,12/08/14
,68156713,"298/300 Ovenden Road, Halifax, HX3 5TJ",,1100,0,05/20/14
Freshwater Environment Ecology Trust,29236810,"Office No T04, 1ST Floor Cromwell House, Elland Road, Brighouse            HD6 2RG",,1200,0,04/01/15
,78508022,"22 Water Street, Todmorden, OL14 5AB",,1950,0,05/22/15
Maramar Holdings Ltd,64592295,"295 Claremount Road, Halifax, HX3 6AW","Mile Thorn Works, Gibbet Street, Halifax, HX1 4JR",3700,1838.9,04/01/15
,69196720,"Unit 1 Victoria Autos, Victoria Road, Halifax, HX1 5PT",,3600,0,12/08/14
Oiltech Europe Ltd,29084705,"Unit 21 Branxholme Estate, Bradford Road, Bailiff Bridge, Brighouse           HD6 4EA","St Aidans Chapel, Bradford Road, Bailiff Bridge, Brighouse, HD6 4EA",8000,3872,02/06/15
,77592701,"Warehouse Adj K S Chatta, Tillotson Avenue, Sowerby, Sowerby Bridge       HX6 1BX",,2550,1234.2,06/30/14
Hebden Bridge Community Association,76500753,"Unit 33 2ND Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY","Hebden Bridge Town Hall, St George's Street, Hebden Bridge, HX7 7BY",1925,0,02/28/15
Linx Beds Ltd,65460701,"Middle Floor, Jowler Mill, Luddenden, Halifax              HX2 6TB",,5600,0,03/30/15
