Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Vat Registration Num
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-430693-45304,"2,989,500.34",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,NOTTINGHAM UNIVERSITY OF,ERS-430694-45327,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,NOTTINGHAM UNIVERSITY OF,ERS-430694-45327,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,NOTTINGHAM UNIVERSITY OF,ERS-430694-45327,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,NOTTINGHAM UNIVERSITY OF,ERS-430694-45327,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,NOTTINGHAMSHIRE COUNTY TEACHING PCT,ERS-430412-44954,"51,180.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,NOTTINGHAMSHIRE HEALTHCARE NHS TRUST,ERS-430413-44997,"63,873.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,NOTTINGHAMSHIRE HEALTHCARE NHS TRUST,ERS-430469-44998,"78,457.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,NOTTINGHAMSHIRE HEALTHCARE NHS TRUST,ERS-430695-45265,"610,250.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,NUFFIELD ORTHOPAEDIC NHS TRUST,ERS-430696-45259,"96,176.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,NUFFIELD ORTHOPAEDIC NHS TRUST,ERS-430414-44982,"177,463.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,NUFFIELD ORTHOPAEDIC NHS TRUST,ERS-430696-45259,"397,361.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,OXFORD HEALTH NHS FOUNDATION TRUST,ERS-430697-45276,"101,419.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,OXFORD HEALTH NHS FOUNDATION TRUST,ERS-430416-45021,"157,661.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,OXFORD RADCLIFFE HOSPITAL NHS TRUST,ERS-430698-45292,"13,357.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,OXFORD RADCLIFFE HOSPITAL NHS TRUST,ERS-430502-45177,"48,704.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,OXFORD RADCLIFFE HOSPITAL NHS TRUST,ERS-430599-45180,"60,872.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,OXFORD RADCLIFFE HOSPITAL NHS TRUST,ERS-430415-45045,"1,329,514.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,OXFORD RADCLIFFE HOSPITAL NHS TRUST,ERS-430698-45292,"2,599,416.83",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,OXFORD RADCLIFFE HOSPITAL NHS TRUST,ERS-430698-45292,"3,552,358.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,OXFORD UNIVERSITY,ERS-430699-45328,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,OXFORD UNIVERSITY,ERS-430699-45328,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,OXFORD UNIVERSITY,ERS-430699-45328,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,OXFORD UNIVERSITY,ERS-430699-45328,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,OXFORD UNIVERSITY,ERS-430699-45328,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,OXFORD UNIVERSITY,ERS-430699-45328,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,OXFORD UNIVERSITY,ERS-430699-45328,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,OXFORD UNIVERSITY,ERS-430699-45328,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,OXFORD UNIVERSITY,ERS-430699-45328,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,OXFORD UNIVERSITY,ERS-430699-45328,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,OXFORD UNIVERSITY,ERS-430699-45328,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,OXFORD UNIVERSITY,ERS-430699-45328,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,OXFORD UNIVERSITY,ERS-430699-45328,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,OXFORD UNIVERSITY,ERS-430699-45328,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,OXFORD UNIVERSITY,ERS-430699-45328,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,OXFORD UNIVERSITY,ERS-430699-45328,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,OXFORD UNIVERSITY,ERS-430699-45328,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,OXFORD UNIVERSITY,ERS-430699-45328,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,OXFORD UNIVERSITY,ERS-430699-45328,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,OXFORD UNIVERSITY,ERS-430699-45328,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,OXFORDSHIRE PCT,ERS-430700-45253,"70,840.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,OXFORDSHIRE PCT,ERS-430700-45253,"92,310.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,OXFORDSHIRE PCT,ERS-430700-45253,"105,866.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,OXFORDSHIRE PCT,ERS-430417-44968,"201,503.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,PAPWORTH HOSPITAL NHS FOUNDATION TRUST,ERS-430418-44994,"41,319.00",
Department of Health,Department of Health,15/04/2011,Product and distribution costs,HEALTH PROTECTION AND IMPROVEMENT,Peacheys Catering Services Ltd,NHS0311-881,"131,747.63",
Department of Health,Department of Health,15/04/2011,Product and distribution costs,HEALTH PROTECTION AND IMPROVEMENT,Peacheys Catering Services Ltd,NHS0311-935,"69,571.25",
Department of Health,Department of Health,15/04/2011,Product and distribution costs,HEALTH PROTECTION AND IMPROVEMENT,Peacheys Catering Services Ltd,NHS0311-306,"29,856.05",
Department of Health,Department of Health,15/04/2011,Product and distribution costs,HEALTH PROTECTION AND IMPROVEMENT,Peacheys Catering Services Ltd,NHS0311-203,"26,008.40",
Department of Health,Department of Health,15/04/2011,Product and distribution costs,HEALTH PROTECTION AND IMPROVEMENT,Peacheys Catering Services Ltd,NHS0311-209,"25,223.40",
Department of Health,Department of Health,15/04/2011,Product and distribution costs,HEALTH PROTECTION AND IMPROVEMENT,Peacheys Catering Services Ltd,NHS0311-316,"31,769.45",
Department of Health,Department of Health,15/04/2011,Product and distribution costs,HEALTH PROTECTION AND IMPROVEMENT,Peacheys Catering Services Ltd,NHS0311-317,"28,096.25",
Department of Health,Department of Health,15/04/2011,Product and distribution costs,HEALTH PROTECTION AND IMPROVEMENT,Peacheys Catering Services Ltd,NHS0311-210,"26,334.13",
Department of Health,Department of Health,15/04/2011,Product and distribution costs,HEALTH PROTECTION AND IMPROVEMENT,Peacheys Catering Services Ltd,NHS0311-211,"26,857.78",
Department of Health,Department of Health,15/04/2011,Product and distribution costs,HEALTH PROTECTION AND IMPROVEMENT,Peacheys Catering Services Ltd,NHS0311-320,"27,644.72",
Department of Health,Department of Health,15/04/2011,Product and distribution costs,HEALTH PROTECTION AND IMPROVEMENT,Peacheys Catering Services Ltd,NHS0311-845,"35,465.49",
Department of Health,Department of Health,15/04/2011,Product and distribution costs,HEALTH PROTECTION AND IMPROVEMENT,Peacheys Catering Services Ltd,NHS0311-886,"117,060.23",
Department of Health,Department of Health,15/04/2011,Product and distribution costs,HEALTH PROTECTION AND IMPROVEMENT,Peacheys Catering Services Ltd,NHS0311-938,"56,806.71",
Department of Health,Department of Health,15/04/2011,Product and distribution costs,HEALTH PROTECTION AND IMPROVEMENT,Peacheys Catering Services Ltd,NHS0311-936,"83,211.43",
Department of Health,Department of Health,15/04/2011,Secondees in invoiced costs,NHS MEDICAL DIRECTOR,PLYMOUTH HOSPITALS NHS TRUST,829639,"29,577.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,PLYMOUTH HOSPITALS NHS TRUST,ERS-430419-45009,"56,698.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,PORTSMOUTH HOSPITAL NHS TRUST,ERS-430563-45086,"42,510.28",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,PREPRESS PROJECTS LTD,ERS-430579-45110,"25,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,ERS-430705-45289,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,ERS-430705-45289,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,ERS-430705-45289,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,ERS-430705-45289,"100,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,ERS-430425-45040,"397,057.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,ERS-430705-45289,"486,781.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,ERS-430705-45289,"487,039.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ERS-430596-45141,"51,951.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ERS-430426-44996,"69,929.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ERS-430707-45264,"272,903.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ERS-430707-45264,"1,899,146.86",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,ROYAL FREE HAMPSTEAD NHS TRUST,ERS-430708-45258,"15,000.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,ROYAL FREE HAMPSTEAD NHS TRUST,ERS-430708-45258,"76,211.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,ROYAL FREE HAMPSTEAD NHS TRUST,ERS-430708-45258,"101,455.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,ROYAL FREE HAMPSTEAD NHS TRUST,ERS-430708-45258,"101,500.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,ROYAL FREE HAMPSTEAD NHS TRUST,ERS-430427-44978,"148,723.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST,ERS-430709-45282,"25,141.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST,ERS-430580-45166,"58,891.00",
Department of Health,Department of Health,15/04/2011,Research & development,Research & development,ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST,ERS-430428-45028,"307,209.00",
