"Departmental Family","Entity","Date","Expense Type","Expense Area","Supplier","Transaction Number","Amount","Vat Registration Num"
"Department of Health","Department of Health",2011-04-15,"Product and distribution costs","HEALTH PROTECTION AND IMPROVEMENT","Peacheys Catering Services Ltd","NHS0311-320",27644.72,""
"Department of Health","Department of Health",2011-04-15,"Product and distribution costs","HEALTH PROTECTION AND IMPROVEMENT","Peacheys Catering Services Ltd","NHS0311-845",35465.49,""
"Department of Health","Department of Health",2011-04-15,"Product and distribution costs","HEALTH PROTECTION AND IMPROVEMENT","Peacheys Catering Services Ltd","NHS0311-886",117060.23,""
"Department of Health","Department of Health",2011-04-15,"Product and distribution costs","HEALTH PROTECTION AND IMPROVEMENT","Peacheys Catering Services Ltd","NHS0311-938",56806.71,""
"Department of Health","Department of Health",2011-04-15,"Product and distribution costs","HEALTH PROTECTION AND IMPROVEMENT","Peacheys Catering Services Ltd","NHS0311-936",83211.43,""
"Department of Health","Department of Health",2011-04-15,"Secondees in invoiced costs","NHS MEDICAL DIRECTOR","PLYMOUTH HOSPITALS NHS TRUST","829639",29577,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","PLYMOUTH HOSPITALS NHS TRUST","ERS-430419-45009",56698,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","PORTSMOUTH HOSPITAL NHS TRUST","ERS-430563-45086",42510.28,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","PREPRESS PROJECTS LTD","ERS-430579-45110",25000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST","ERS-430705-45289",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST","ERS-430705-45289",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST","ERS-430705-45289",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST","ERS-430705-45289",1e+05,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST","ERS-430425-45040",397057,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST","ERS-430705-45289",486781,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST","ERS-430705-45289",487039,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","ROYAL DEVON AND EXETER NHS FOUNDATION TRUST","ERS-430596-45141",51951,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","ROYAL DEVON AND EXETER NHS FOUNDATION TRUST","ERS-430426-44996",69929,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","ROYAL DEVON AND EXETER NHS FOUNDATION TRUST","ERS-430707-45264",272903,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","ROYAL DEVON AND EXETER NHS FOUNDATION TRUST","ERS-430707-45264",1899146.86,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","ROYAL FREE HAMPSTEAD NHS TRUST","ERS-430708-45258",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","ROYAL FREE HAMPSTEAD NHS TRUST","ERS-430708-45258",76211,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","ROYAL FREE HAMPSTEAD NHS TRUST","ERS-430708-45258",101455,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","ROYAL FREE HAMPSTEAD NHS TRUST","ERS-430708-45258",101500,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","ROYAL FREE HAMPSTEAD NHS TRUST","ERS-430427-44978",148723,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST","ERS-430709-45282",25141,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST","ERS-430580-45166",58891,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST","ERS-430428-45028",307209,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST","ERS-430709-45282",328152,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST","ERS-430709-45282",700744,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST","ERS-430709-45282",2674583.3,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","SALFORD PCT","ERS-430433-44946",68165,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","SALFORD PCT","ERS-430710-45244",84112,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","SALFORD PCT","ERS-430470-44947",133994,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","SALFORD PCT","ERS-430710-45244",567237,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","SALFORD ROYAL NHS FOUNDATION TRUST","ERS-430711-45274",97688,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","SALFORD ROYAL NHS FOUNDATION TRUST","ERS-430434-45016",118301,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","SALISBURY NHS FOUNDATION TRUST","ERS-430435-45022",30113,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","SALISBURY NHS FOUNDATION TRUST","ERS-430712-45277",61308,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST","ERS-430495-45145",32607,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST","ERS-430597-45146",40722,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST","ERS-430714-45267",70795,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST","ERS-430714-45267",1e+05,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST","ERS-430471-45001",135937,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST","ERS-430714-45267",320168,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST","ERS-430714-45267",324444,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST","ERS-430439-45000",387665,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST","ERS-430714-45267",529227,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST","ERS-430714-45267",1337651.85,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","SHEFFIELD UNIVERSITY OF","ERS-430715-45332",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","SHEFFIELD UNIVERSITY OF","ERS-430715-45332",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","SHEFFIELD UNIVERSITY OF","ERS-430715-45332",15000,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","SHEFFIELD UNIVERSITY OF","ERS-430513-45105",25770,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","SOUTH BIRMINGHAM PCT","ERS-430496-45117",32607,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","SOUTH BIRMINGHAM PCT","ERS-430717-45246",87912,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","SOUTH BIRMINGHAM PCT","ERS-430717-45246",101495,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","SOUTH BIRMINGHAM PCT","ERS-430440-44950",115111,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","SOUTH EAST COAST SHA","ERS-430537-45084",50500,""
"Department of Health","Department of Health",2011-04-15,"Internal Recharge: Prov","INFORMATICS","SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY","12725308",145372.11,""
"Department of Health","Department of Health",2011-04-15,"Internal Recharge: Prov","INFORMATICS","SOUTH EAST COAST STRATEGIC HEALTH AUTHORITY","12725311",51817,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST","ERS-430548-45184",25555,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST","ERS-430718-45295",76125,""
"Department of Health","Department of Health",2011-04-15,"Research & development","Research & development","SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST","ERS-430718-45295",81200,""
