Billing Address,Liability Start Date,Property Address,Ratepayer,Net Debit,Property Reference,RV
,01/04/2013,"741 Burnley Road, Todmorden, OL14 8LF",,0,78076763,1900
"C/O J L L, One Piccadilly Gardens, Manchester, M1 1RG",02/07/2012,"1 North Parade, Halifax, HX1 1YQ",Gregory Projects (Halifax) Ltd,1452,68086001,3000
,01/09/2012,"46 Cote Hill, Burnley Road, Halifax, HX2 7LZ",,0,64692705,2550
,01/07/2013,"Unit 2C Walsden Indst Est, Rochdale Road, Walsden, Todmorden           OL14 6UD",The Better Sleep Company Ltd,500.91,78557703,6900
,01/04/2013,"Unit 4, Eastfield Mills, Belmont Street, Halifax             HX3 6AT",,0,64236705,2375
,01/07/2013,"Unit 2A Crossley Works, Cragg Road, Mytholmroyd, Hebden Bridge        HX7 5HR",,0,76160749,2700
,01/08/2013,"53 Keighley Road, Halifax, HX2 8AR",,0,65484053,5100
,01/04/2013,"Boggart Brig, Ogden Lane, Halifax, HX2 8XZ",,0,68128705,1750
,20/07/2013,"25 Halifax Road, Todmorden, OL14 5AG",,0,78192025,5100
"Ground Floor Store, Haley Hill Mills, Haley Mills, HX3 6ED",01/07/2013,"Haley Hill Mills, Haley Hill, Halifax, HX3 6ED",Studio 54 Hair & Beauty Salon,0,65224732,3800
"Armytage Road, Brighouse, HD6 1QF",24/09/2013,"Unit 4 West Vale Buildings, Wakefield Road, Brighouse, HD6 1PE",Koso Kent Introl Ltd,4791.6,29608703,9900
"126 Bradford Road, Brighouse, HD6 4AU",01/08/2013,"126 Bradford Road, Brighouse, HD6 4AU",Symphony Financial Advisors Ltd,0,29080793,5100
,14/01/2013,"37/39 Huddersfield Road, Elland, HX5 9AH",,629.96,56132775,7100
,01/10/2011,"5 Stansfield Road, Todmorden, OL14 5DN",,0,78444005,1475
"Office H M 2.0, Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",01/05/2011,"H M 2.0 Holmfield Mill, Holdsworth Road, Halifax, HX3 6SN",Kino & Co,0,65344872,4150
"2 King Street, Halifax, HX1 1SR",19/09/2011,"Unit 2D Walsden Indst Est, Rochdale Road, Walsden, Todmorden           OL14 6UD",Hird & Partners L L P,4162.4,78557704,8600
,01/06/2012,"Part 1B White Lee, Burnley Road, Hebden Bridge, HX7 5AD",,0,76084715,3800
,05/09/2011,"Unit 6 Arden Works, Fenton Road, Halifax, HX1 3PP",,1718.2,65072712,3550
"Woodleigh Cottage, Ewood Lane, Todmorden, OL14 7DF",23/03/2012,"Unit 7 Lineholme Mill, Lineholme Industrial Estate, Burnley Road, Todmorden           OL14 7DH",Storymagic Ltd,0,78076805,3400
"Crow Carr Ings Mill North, Vale Street, Todmorden, Lancs, OL14 5DJ",01/10/2011,"Part Unit 2, Crow Carr Ings Mill, Vale Street, Todmorden           OL14 5HG",Canteen Smithy & Engineering Ltd,1714.18,78500720,8500
"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",16/09/2011,"Unit 14D, Kirklees Steel Works, Grove Street, Brighouse            HD6 1PL",Warmco Space Heating Ltd,0,29284721,570
"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",01/04/2011,"Unit 15C, Kirklees Steel Works, Grove Street, Brighouse            HD6 1PL",Warmco Space Heating Ltd,0,29284727,1500
"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",01/04/2011,"Unit 15D, Kirklees Steel Works, Grove Street, Brighouse            HD6 1PL",Warmco Space Heating Ltd,0,29284728,1500
"Patrick Studios, St Marys Lane, Leeds, LS9 7EH",01/09/2011,"Office B4,B6 & B7 1ST Floor, Croft Myl, West Parade, Halifax              HX1 2EQ",East Street Arts,1043.7,69360746,10500
"Patrick Studios, St Marys Lane, Leeds, LS9 7EH",01/09/2011,"Office B15 First Floor, Croft Myl, West Parade, Halifax              HX1 2EQ",East Street Arts,263.41,69360736,2650
,01/03/2012,"Suite 7 2ND Floor, Park View House, Woodvale Road, Brighouse            HD6 4AB",The Lenny Agency Ltd,0,29656749,5300
,27/11/2012,"121 Savile Park Road, Halifax, HX1 2XH",,0,68472121,5900
"C/O Savills L & P Ltd, 13-15 Micklegate, York, YO1 6JH",17/12/2012,"Dewsbury Road, Brighouse, HD6 3QB",Thornhill Estates,0,29228700,880
,20/05/2013,"Unit 9F, Topland Country Business Pk, Cragg Road, Mytholmroyd          HX7 5RU",Westlander Ltd,0,76160772,3400
"Euro House, The Beehive Trading Park, Haslingden Road, Blackburn, BB1 2EE",01/02/2013,"Esso Service Station, Skircoat Road, Halifax, HX1 2QZ",Euro Garages Ltd,629.2,68604717,1300
"Office H M 2.11, Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",01/09/2012,"Unit SM4 White Rose Mill, Holdsworth Road, Holmfield, Halifax              HX3 6SN",Gateway 2 Finance Ltd,0,65344771,1650
"Fao Suzie Greenwood, Unit 6 Rishworth Bsn Complex, Slitheroe Works, Oldham Road, Rishworth, HX6 4EW",31/05/2013,"Unit 6 Rishworth Bsn Complex, Slitheroe Works, Oldham Road, Rishworth            HX6 4EW",Millhouse World Of Wood Ltd,1056.06,77412729,7700
"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",01/04/2011,"Unit 302 Third Floor, Wilkin Royd Mills, Mill Lane, Brighouse            HD6 1PN",Warmco Space Heating Ltd,0,29420726,1600
"Asset  Manager Solution Ltd, C/O 32 Kingsway House, Kingsway, Team Valley Trading Estate, Gateshead, NE11 0HW",30/09/2011,"Siddal Place Hotel, Oxford Lane, Siddal, Halifax             HX3 9BJ",Cal Management (In Administration),1306.8,68168704,2700
,11/12/2013,"12 Southgate, Elland, HX5 0BW",,0,56224012,2900
"C/O Gerald Eve Llp, 35 Kings Hill Avenue, West Malling, Kent, ME19 4DN",01/10/2010,"Atm Site (Bankmachine) At, Haley Hill Service Station, Haley Hill, Halifax              HX3 6ED",Cardtronics Uk Ltd,4017.2,65224735,8300
,18/12/2013,"2ND Floor, 41A Crown Street, Halifax, HX1 1JB",,0,64756745,5500
"F.A.O. Emily Jones, 1 Nursery Nook, Midgehole Road, Hebden Bridge, HX7 8NA",01/11/2012,"The Brick Shack, Midgehole Road, Hebden Bridge, HX7 7AN",Tinderwood Trust,211.23,76368708,2125
,01/12/2011,"The Garage, Beehive Mills, Hebble End, Hebden Bridge        HX7 6HJ",,0,76256768,3850
"34/36 Hanson Lane, Halifax, HX1 5NX",01/12/2011,"Office 6 Ground Floor, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER",Himmat Ltd,218.68,64242757,2200
"Leisure Services, Westgate House, Westgate, Halifax, HX1 1PS",01/04/2010,"Jerusalem Farm Campsite, Jerusalem Lane, Midgley, Halifax              HX2 6XB",Director Of Safer & Stronger Communities,532.4,65458703,1100
"Po Box 6079, Wolverhampton, WV1 9RA",01/04/2012,"Wyk0171 G/R 401463 427019, Height Road, Hebden Bridge, HX7 5RA",Mobile Broadband Network Ltd,3630,76260702,7500
,20/11/2011,"Unit 5, South Street, Halifax, HX1 2EL",,1766.6,68640702,3650
,31/05/2013,"2 Bridge End, Brighouse, HD6 3DH",,0,29092002,1825
,06/01/2014,"Unit G, Third Floor, Asquith Bottom Works, Water Street, Sowerby Bridge       HX6 3BS",,0,77690718,780
"International House, Stanley Boulevard, Hamilton International Technol, Glasgow, G72 0BN",01/04/2013,"Energetics Electricity Ltd, Ramsden Wood Road, Walsden, Todmorden           OL14 7UD",Energetics Electricity Ltd,46.46,78384707,96
,01/02/2014,"37 Stainland Road, Greetland, Halifax, HX4 8AD",,0,64254037,1825
,01/04/2011,"Office 4 Premier House, Holmes Road, Sowerby Bridge, HX6 3LD",,0,77284743,2750
"Fao Ruth Milner, Po Box 739, Halifax, HX1 9AY",31/08/2011,"Office 4, Church Of St John Evangelist, Calder Street, West Vale            HX4 8AQ",Work Life Health Ltd,0,64480712,1425
,01/06/2011,"Hill Top Farm, Pepper Hill, Cock Hill Lane, Shelf                HX3 7TH",,0,68244706,1800
,20/02/2012,"Unit B1, Tenterfields Business Park, Luddendenfoot, Halifax             HX2 6EQ",N W H Trading Ltd,0,64448752,5600
,01/04/2012,"210 Queens Road, Halifax, HX1 4NE",,0,68308210,3700
"Hanson Lane Enterprise Centr, Hanson Lane, Halifax, HX1 5PG",01/11/2013,"Unit 15, Hansonlane Enterprise Centre, Halifax, HX1 5PG",Halifax Opportunities Trust,57.65,65264783,5800
"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",01/04/2013,"Unit 106 1ST Flr South Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY",Warmco Space Heating Ltd,0,56212727,1000
,03/03/2014,"46 Wakefield Road, Hipperholme, Halifax, HX3 8AQ",,0,69244706,4750
,21/10/2013,"18 Cow Green, Halifax, HX1 1HX",Thai Corner 2 Ltd,0,64700018,5200
,01/04/2014,"9 Bridge Gate, Hebden Bridge, HX7 8EX",,0,76060009,11500
,01/11/2011,"12 Huddersfield Road, Brighouse, HD6 1JZ",PS4 Fitness Ltd,564.68,29344012,7000
,15/03/2012,"214 Queens Road, Halifax, HX1 4NE",,0,68308808,4550
"Northgate House, Northgate, Halifax, HX1 1UN",02/01/2014,"22 The Colonnade, Piece Hall, Halifax, HX1 1RE",Calderdale Mbc Land & Property Services,0,68252749,2475
,14/04/2014,"33 Northgate, Halifax, HX1 1UR",,0,68096033,8100
,27/06/2012,"10 Bethel Street, Brighouse, HD6 1JN",,1132.67,29048702,7800
,03/08/2012,"Unit 9 Station Ind Estate, Old Station Road, Luddendenfoot, Halifax              HX2 6AD",,835.66,68144714,7400
,01/04/2012,"Unit 1A, Queens Road Works, Queens Road, Halifax              HX1 3XY",,0,68308825,5400
"20 Clare Road, Halifax, HX1 2HX",25/06/2012,"First Floor, 20 Clare Road, Halifax, HX1 2HX",Halifax Chiropractic Centre Ltd,1888.6,64584787,3800
,13/11/2012,"12 Leeds Road, Hipperholme, Halifax, HX3 8ND",Alfie's Good Food Company Ltd,564.68,65616012,7000
,02/12/2012,"Units 9/10 Emstead Works, Old Lane, Halifax, HX3 5QN",,0,68132764,3850
"Fao Sian Murray, Treasurer, Unit 21, 2nd Floor, The Town Hall, St Georges Street, Hebden Bridge, HX7 8ET",20/08/2012,"Unit 21 2ND Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY",North Of Watford Actors Agency,0,76500719,3200
,20/08/2012,"Unit 27 2ND Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY",,0,76500722,3000
"Fao Ian Gourley, 40 Spring Grove, Hebden Bridge, HX7 8LR",20/08/2012,"Unit 28 2ND Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY",Life Financial Planning Ltd,0,76500723,1725
,01/01/2013,"Suite 3 2ND Flr Bond Mill, The Innovation Ctr, Hopwood Lane, Halifax              HX1 5ER",,0,64242803,4700
"The 1855 Building, 1st Floor , Southern End, Discovery Road, Halifax, HX1 2NG",13/11/2012,"Cornholme And, Portsmouth Old Library, 1 Parkside Road, Todmorden           OL14 8QA",Community Foundation For Calderdale,0,78356701,1175
,01/03/2013,"10 Rochdale Road, Todmorden, OL14 5AA",Greenstone Design Ltd,0,78400010,2075
,01/09/2011,"Unit 11, Sdh Industrial Estate, West Street, Sowerby Bridge       HX6 3BS",,0,76648760,2750
"24a Henley Avenue, Thornhill, Dewsbury, West Yorkshire, WF12 0JP",01/04/2012,"Unit 202 2ND Flr South Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY",Kieran Douglas Electrical Ltd,0,56212732,245
"Waterside 2 Cocking Steps Mill, Cocking Steps Lane, Netherton, Huddersfield, HD4 7EA",01/04/2012,"Unit 210 2ND Flr South Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY",Lets Away Ltd,0,56212738,640
"Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",01/04/2012,"Unit 207 2ND Flr South Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY",Warmco Space Heating Ltd,0,56212736,620
,01/04/2012,"Unit 209 2ND Flr South Side, Saddleworth Road, Elland, HX5 0RY",,0,56212737,800
"23 George Street, Halifax, HX1 1HA",26/07/2012,"20 New Road, Hebden Bridge, HX7 8EF",Peter David Properties Ltd,0,76396735,5600
,01/07/2012,"22 New Road, Hebden Bridge, HX7 8EF",,0,76396736,5200
"Fao Andrew Pitts, Westgate House, Westgate, Halifax, HX1 1PS",20/08/2012,"Cmbc Family Services, Gf The Town Hall, St George's Street, Hebden Bridge        HX7 7BY",Calderdale Mbc Neighbourhood And Community Engagement Team,859.1,76500734,1775
,17/06/2013,"13/15 Bridge Gate, Hebden Bridge, HX7 8EX",,0,76060013,8400
,18/08/2013,"50 Wharf Street, Sowerby Bridge, HX6 2AE",Coversure Insurance Services (Halifax) Ltd,0,77652050,3850
,13/05/2011,"Telecommunications Mast H3G, Site HX007 Miall St Mills, Miall Street, Halifax              HX1 4AE",,0,65788717,8900
,18/02/2013,"41 Halifax Road, Todmorden, OL14 5BB",,0,78192041,2550
"C/O Cbre Corporate Outsourcing Ltd, 55 Temple Row, Birmingham, B2 5LS",01/04/2013,"8 Halifax Road, Todmorden, OL14 5AD",Tsb Bank Plc,4694.8,78192008,9700
,14/06/2013,"Cafe Todmorden Sports Centre, Ewood Lane, Todmorden, OL14 7DF",,0,78152713,5400
,01/07/2013,"Market Stall 80-81, Market Hall, Borough Market, Halifax             HX1 1DZ",,0,64288742,5600
,01/04/2013,"Unit 5A White Rose Mill, Holdsworth Road, Holmfield, Halifax              HX3 6SN",Re-Con Commercials Limited,152.46,65344933,6300
,24/06/2013,"Market Stall 124/131, Market Hall, Borough Market, Halifax             HX1 1DZ",,0,64288764,5000
"C/O Jilco Ltd, 1 Spruce House, Washer Lane, Halifax, HX2 7DR",01/04/2013,"Unit 12A Washer Lane Works, Washer Lane, Halifax, HX2 7DX",Friarshill Ltd,907.5,68296730,1875
"2 Spring Royd, Luddendenfoot, Halifax, HX2 6HW",06/09/2013,"Youth House, Carlton Street, Hebden Bridge, HX7 8ER",Hebden Bridge Light Opera Society C.I.C,0,76108704,3700
,01/04/2013,"Pt First Flr Slitheroe Works, Oldham Road, Rishworth, Sowerby Bridge       HX6 4EW",,0,77412739,2800
,08/07/2011,"Part Gg & Ff Prescott House, 26 Prescott Street, Halifax, HX1 2LG",,438.82,68280735,6800
,01/10/2011,"New Car Wash At Tescos, Haugh Shaw Road, Halifax, HX1 3LF",,3226.68,65284712,10000
,20/05/2013,"2 Church Street, Brighouse, HD6 3NF",,1539.75,29160701,8300
,17/07/2013,"Unit 20/21, Asquith Bottom Mills, Sowerby Bridge, HX6 3BS",Quality Car Care (Uk) Ltd,0,77024782,3950
,13/01/2014,"Office Suite D 262, Dean Clough Mills, Halifax, HX3 5AX",Pension Compensation (Uk) Ltd,0,64778779,1675
,04/04/2011,"Unit 18, Mill House Works, Mill House Lane, Triangle            HX6 3LN",,0,77352709,1375
,01/10/2011,"Office 42 First Floor, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER",,0,64242739,3450
,16/07/2013,"12 Central Hall, Coronation Street, Elland, HX5 0DF",,2081.99,56052708,8900
,01/06/2011,"174 King Cross Road, Halifax, HX1 3LN",,0,65516174,3250
,01/09/2011,"Mount Pleasant Mill Yard, Mytholmroyd, Hebden Bridge, HX7 5NR",,0,76444709,470
"Shaw Lodge Mills, Shaw Lane, Halifax, HX3 9ET",04/04/2011,"Level 1- 1850 South Sec Mill, Shaw Lodge Mill, Shaw Lane, Halifax              HX3 9ET",The Art Works (Yorkshire) Cic,0,68526752,3100
,04/11/2011,"Storage Yard, R/0 24 Savile Park Road, Halifax, HX1 2EN",,895.4,68472708,1850
"Thornfield, Leeds Road, Hipperholme, HX3 8NH",15/12/2011,"Junction Lane Ends Green, Halifax Road, Brighouse, HX3 8ER",R S Investments Yorkshire Ltd,532.4,65232723,1100
,16/02/2014,"Square Road, Halifax, HX1 1QG",,0,68708719,3750
,15/02/2014,"Calder Street, West Vale, Halifax, HX4 8AQ",S Sheard & Sons Ltd,4771.2,64480703,9600
"40 Rainwood Avenue, Oakwood, Leeds, LS8 3DP",21/06/2011,"Weavers Arms, Burnley Road, Luddendenfoot, Halifax             HX2 6AH",Tutto Mio Ltd,0,64448758,3600
,18/01/2012,"15 St Georges Square, Hebden Bridge, HX7 8ET",,3812.47,76508015,10500
,01/10/2011,"Unit 9 Kirklees Steelworks, Grove Street, Brighouse, HD6 1PL",,0,29284731,4250
,01/02/2012,"Unit C Woodman Works, South Lane, Elland, HX5 0PA",,0,56220763,2900
,21/01/2012,"Unit 2, Hope Mill, Crescent Street, Todmorden           OL14 5HA",,0,78547702,3250
,01/01/2012,"Unit 2D Beehive Mills, Hebble End, Hebden Bridge, HX7 6HJ",,0,76256763,280
"Northgate House, Northgate, Halifax, HX1 1UN",15/01/2014,"67 Rustic, Piece Hall, Halifax, HX1 1RE",Calderdale Mbc Land & Property Services,0,68252778,2500
,01/04/2014,"63 Hanson Lane, Halifax, HX1 5NX",,1004.3,65264063,2075
,01/07/2012,"359 Skircoat Green Road, Halifax, HX3 0RP",,0,68596359,3900
,31/07/2012,"2 Towngate, Hipperholme, Halifax, HX3 8JB",Towngate Brasserie Ltd,835.66,69076002,7400
,16/12/2011,"Unit 7, Branxholme Estate, Bradford Road, Brighouse           HD6 4EA",,0,29084724,5700
,01/02/2011,"Office 1 Premier House, Holmes Road, Sowerby Bridge, HX6 3LD",,0,77284742,3450
,01/06/2012,"Offices 3 - 5, Edward House, 217 King Cross Road, Halifax              HX1 3JL",Bcs Detailing Ltd,0,65516782,3750
,01/02/2012,"Unit 1, Sandhall Green, Halifax, HX2 0BN",,0,68949703,5400
,01/11/2012,"Room 4 2nd Floor, 3 Clare Road, Halifax, HX1 2HX",,0,64584746,5600
,01/02/2013,"Part 1st Floor, Mount Pleasant House, Midgley Road, Mytholmroyd         HX7 5LR",,0,76372704,325
,22/01/2013,"Suite H M 2.21, Holmfield Mill, Holdsworth Road, Halifax              HX3 6SN",,1028.5,65344962,2125
"Unit 4, Victoria Park, Lightowler Road, Halifax, HX1 5ND",02/02/2012,"Unit 4, Victoria Park, Lightowler Road, Halifax              HX1 5ND",Core Distribution Ltd,980.92,65626705,7600
,01/04/2012,"Part Ground Floor, Royd House, Birds Royd Lane, Brighouse           HD6 1LQ",,0,29052717,2250
"Hamnett House, Gibbet Street, Halifax, HX2 0AX",01/04/2013,"Hamnett House, Gibbet Street, Halifax, HX2 0AX",Niko (Int) Ltd,2468.4,65164874,5100
,12/04/2013,"Robinwood Brewery, Burnley Road, Todmorden, OL14 8EX",,206.52,78076722,6400
,01/04/2010,"Windmill Court Country Hotel, Keighley Road, Halifax, HX2 8YB",,2952.4,64516711,6100
,22/06/2013,"Old Pond Inn, 15 Spout House Lane, Brighouse, HD6 2PL",,4119.58,29536704,10750
"Unit 1 Rudgate Court, Walton, Near Wetherby, West Yorks, LS23 7BF",30/01/2013,"Croftmyl, Gf Office A1, West Parade, Halifax              HX1 2EQ",C F K Developments (Croft Myl) Llp,0,69360756,1500
,29/09/2012,"Land At, Hipperholme Works, Halifax Road, Hipperholme          HX3 8BS",,0,65936709,8300
,01/07/2013,"16 Victoria Road, Elland, HX5 0PU",,0,56244016,4300
,16/04/2013,"Unit 3a, Royd Mills Business Park, Dyehouse Lane, Brighouse           HD6 1LL",Inter Motors Ltd,378.34,29232719,6700
"C/O Michael Devereux, Piece Hall Admin Office, Piece Hall, Halifax, HX1 1RE",01/06/2012,"3 The Colonnade, Piece Hall, Halifax, HX1 1RE",Calderdale Mbc Community Services,0,68252780,2500
"Economic Assets Team, Lateral 8, City Walk, Leeds, LS11 9AT",01/04/2012,"Crown Works, Hopwood Lane, Halifax, HX1 5HW",Homes & Communities Agency,0,65364703,2225
"Economic Assets Team, Lateral 8, City Walk, Leeds, LS11 9AT",01/04/2012,"2ND Floor, 25B Union Street, Halifax, HX1 1PR",Homes & Communities Agency,0,69144709,1550
,30/09/2011,"First Floor, 48C Halifax Road, Todmorden, OL14 5QG",,0,78192815,1500
,01/08/2011,"1 Green Lane, Greetland, Halifax, HX4 8AB",,0,68772021,4900
"11 Wellington Arcade, Brighouse, HD6 1DN",15/08/2012,"33 Bradford Road, Brighouse, HD6 1RW",Fabulous Stuff & Nonsense Ltd,5687,29080033,11750
,15/08/2012,"5 Park Row, Brighouse, HD6 1AB",,980.92,29456700,7600
,03/12/2013,"196 King Cross Road, Halifax, HX1 3JP",,5101.74,65516196,11500
,27/07/2013,"303 Gibbet Street, Halifax, HX1 4JX",,0,65164303,2300
,01/04/2013,"New Road, Mytholmroyd, Hebden Bridge, HX7 5DZ",,0,76408701,1950
,23/04/2012,"520 Gibbet Street, Halifax, HX2 0AH",,0,65164881,4550
"St Bernards Mill, Gelderd Road, Gildersome, Leeds, LS27 7NA",18/09/2012,"Unit 32 Birkby House, Birkby Lane, Brighouse, HD6 4JJ",Blackshaw Holdings Ltd,0,29056720,1350
,01/09/2012,"6 Regent Parade, Wharf Street, Sowerby Bridge, HX6 2EH",,0,77444006,5800
"30 Mill Lane, Mixenden, Halifax, HX2 8SE",07/09/2012,"Unit 7, Halifax Industrial Centre, Marshway, Halifax             HX1 5RW",HX1 Window Supplies Ltd,1210.78,65752709,7900
,01/01/2013,"11 Bridge End, Burnley Road, Mytholmroyd, Hebden Bridge        HX7 5DR",,0,76056011,1375
,01/01/2013,"Unit 64 Bowers Mill, Branch Road, Barkisland, Halifax             HX4 0AD",,0,64344722,4950
,01/04/2012,"Unit 4D Grd Floor North Side, Exchange Mill, Saddleworth Road, Elland               HX5 0RY",,0,56212757,2450
,21/12/2012,"22 Town Hall Street, Sowerby Bridge, HX6 2EA",,0,77600022,2500
,01/03/2013,"Unit S M 5.3, White Rose Mill, Holdsworth Road, Halifax              HX3 6SN",,0,65344892,2500
,01/06/2012,"Offices G1/G2 Shaw Lodge Hse, Shaw Lodge Mills, Shaw Lane, Halifax              HX3 9ET",,0,68526755,3300
"3 Stanleigh Croft, Fairfield, Hebden Bridge, HX7 6HP",20/08/2012,"Unit 20 2ND Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY",Hall Way Partners Limited,0,76500731,2025
,08/10/2012,"1904 @ Dean Clough, 36 Lee Bridge, Halifax, HX3 5AT",,0,65600705,5500
,01/04/2013,"Unit 18, Mill Lane, Boothtown, Halifax              HX3 6TR",,0,65808750,1700
"C/O Gl Hearn Management Ltd, Po Box 1610, Southampton, SO15 3WX",01/04/2013,"Health Centre, Chapel Croft, Brighouse, HD6 3NA",Nhs Property Services Ltd,4356,29150001,9000
,01/03/2013,"7 Burnley Road, Mytholmroyd, Hebden Bridge, HX7 5LH",J & M Estates Ltd,0,76088007,2600
"Thornton Square, Brighouse, HD6 1ED",05/11/2012,"Ground Floor Room 3A, Old Town Hall, Thornton Square, Brighouse            HD6 1ED",Town Hall Dental Ltd,363,29576712,750
,11/10/2012,"Unit 3/4 Queens Road Works, Queens Road, Halifax, HX1 3XX",,5101.74,68308773,11500
,01/10/2012,"Unit 3, 10A Nanholme Mill, Shaw Wood Road, Todmorden           OL14 6DA",,0,78416713,1750
"Economic Assets Team, Lateral 8, City Walk, Leeds, LS11 9AT",01/04/2013,"6 King Cross Street, Halifax, HX1 2SH",Homes & Communities Agency,0,65520716,5200
,01/01/2014,"Unit A The Shed, Eastfield Mills, Belmont Street, Halifax              HX3 6AT",,0,64236724,4050
,19/03/2015,"Unit 1A, Hillas Industrial Estate, Walker Lane, Sowerby Bridge       HX6 2AR",,0,77632714,3850
