Date,Departmental Family,Entity,Expense Area,Expense Type,Supplier,Transaction Number,Vat Registration Num,Amount
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,NORTH WEST LONDON HOSPITALS NHS TRUST,ERS-430591-45185,,78116
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,NORTH WEST LONDON HOSPITALS NHS TRUST,ERS-430690-45297,,105560
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,NORTH WEST LONDON HOSPITALS NHS TRUST,ERS-430690-45296,,2815622.94
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,NORTH YORKSHIRE & YORK PCT,ERS-430407-44958,,53976
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,"NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",ERS-430509-45200,,26429
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,"NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",ERS-430408-45065,,89851
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,ERS-430409-45043,,70277
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,NOTTINGHAM CITY PCT,ERS-430410-44944,,55159
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,NOTTINGHAM CITY PCT,ERS-430692-45243,,75000
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,NOTTINGHAM CITY PCT,ERS-430692-45242,,147271
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-430489-45197,,30980
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-430538-45198,,35734
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-430600-45199,,51756
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-430693-45305,,87842
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-430693-45305,,104291
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-430693-45304,,290817
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-430693-45304,,312864
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-430693-45304,,330245
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-430411-45063,,500610
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-430693-45304,,2989500.34
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,NOTTINGHAM UNIVERSITY OF,ERS-430694-45327,,15000
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,NOTTINGHAM UNIVERSITY OF,ERS-430694-45327,,15000
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,NOTTINGHAM UNIVERSITY OF,ERS-430694-45327,,15000
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,NOTTINGHAM UNIVERSITY OF,ERS-430694-45327,,15000
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,NOTTINGHAMSHIRE COUNTY TEACHING PCT,ERS-430412-44954,,51180
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,NOTTINGHAMSHIRE HEALTHCARE NHS TRUST,ERS-430413-44997,,63873
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,NOTTINGHAMSHIRE HEALTHCARE NHS TRUST,ERS-430469-44998,,78457
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,NOTTINGHAMSHIRE HEALTHCARE NHS TRUST,ERS-430695-45265,,610250
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,NUFFIELD ORTHOPAEDIC NHS TRUST,ERS-430696-45259,,96176
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,NUFFIELD ORTHOPAEDIC NHS TRUST,ERS-430414-44982,,177463
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,NUFFIELD ORTHOPAEDIC NHS TRUST,ERS-430696-45259,,397361
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,OXFORD HEALTH NHS FOUNDATION TRUST,ERS-430697-45276,,101419
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,OXFORD HEALTH NHS FOUNDATION TRUST,ERS-430416-45021,,157661
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,OXFORD RADCLIFFE HOSPITAL NHS TRUST,ERS-430698-45292,,13357
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,OXFORD RADCLIFFE HOSPITAL NHS TRUST,ERS-430502-45177,,48704
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,OXFORD RADCLIFFE HOSPITAL NHS TRUST,ERS-430599-45180,,60872
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,OXFORD RADCLIFFE HOSPITAL NHS TRUST,ERS-430415-45045,,1329514
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,OXFORD RADCLIFFE HOSPITAL NHS TRUST,ERS-430698-45292,,2599416.83
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,OXFORD RADCLIFFE HOSPITAL NHS TRUST,ERS-430698-45292,,3552358
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,OXFORD UNIVERSITY,ERS-430699-45328,,15000
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,OXFORD UNIVERSITY,ERS-430699-45328,,15000
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,OXFORD UNIVERSITY,ERS-430699-45328,,15000
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,OXFORD UNIVERSITY,ERS-430699-45328,,15000
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,OXFORD UNIVERSITY,ERS-430699-45328,,15000
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,OXFORD UNIVERSITY,ERS-430699-45328,,15000
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,OXFORD UNIVERSITY,ERS-430699-45328,,15000
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,OXFORD UNIVERSITY,ERS-430699-45328,,15000
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,OXFORD UNIVERSITY,ERS-430699-45328,,15000
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,OXFORD UNIVERSITY,ERS-430699-45328,,15000
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,OXFORD UNIVERSITY,ERS-430699-45328,,15000
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,OXFORD UNIVERSITY,ERS-430699-45328,,15000
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,OXFORD UNIVERSITY,ERS-430699-45328,,15000
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,OXFORD UNIVERSITY,ERS-430699-45328,,15000
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,OXFORD UNIVERSITY,ERS-430699-45328,,15000
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,OXFORD UNIVERSITY,ERS-430699-45328,,15000
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,OXFORD UNIVERSITY,ERS-430699-45328,,15000
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,OXFORD UNIVERSITY,ERS-430699-45328,,15000
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,OXFORD UNIVERSITY,ERS-430699-45328,,15000
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,OXFORD UNIVERSITY,ERS-430699-45328,,15000
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,OXFORDSHIRE PCT,ERS-430700-45253,,70840
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,OXFORDSHIRE PCT,ERS-430700-45253,,92310
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,OXFORDSHIRE PCT,ERS-430700-45253,,105866
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,OXFORDSHIRE PCT,ERS-430417-44968,,201503
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,PAPWORTH HOSPITAL NHS FOUNDATION TRUST,ERS-430418-44994,,41319
15/04/2011,Department of Health,Department of Health,HEALTH PROTECTION AND IMPROVEMENT,Product and distribution costs,Peacheys Catering Services Ltd,NHS0311-881,,131747.63
15/04/2011,Department of Health,Department of Health,HEALTH PROTECTION AND IMPROVEMENT,Product and distribution costs,Peacheys Catering Services Ltd,NHS0311-935,,69571.25
15/04/2011,Department of Health,Department of Health,HEALTH PROTECTION AND IMPROVEMENT,Product and distribution costs,Peacheys Catering Services Ltd,NHS0311-306,,29856.05
15/04/2011,Department of Health,Department of Health,HEALTH PROTECTION AND IMPROVEMENT,Product and distribution costs,Peacheys Catering Services Ltd,NHS0311-203,,26008.4
15/04/2011,Department of Health,Department of Health,HEALTH PROTECTION AND IMPROVEMENT,Product and distribution costs,Peacheys Catering Services Ltd,NHS0311-209,,25223.4
15/04/2011,Department of Health,Department of Health,HEALTH PROTECTION AND IMPROVEMENT,Product and distribution costs,Peacheys Catering Services Ltd,NHS0311-316,,31769.45
15/04/2011,Department of Health,Department of Health,HEALTH PROTECTION AND IMPROVEMENT,Product and distribution costs,Peacheys Catering Services Ltd,NHS0311-317,,28096.25
15/04/2011,Department of Health,Department of Health,HEALTH PROTECTION AND IMPROVEMENT,Product and distribution costs,Peacheys Catering Services Ltd,NHS0311-210,,26334.13
15/04/2011,Department of Health,Department of Health,HEALTH PROTECTION AND IMPROVEMENT,Product and distribution costs,Peacheys Catering Services Ltd,NHS0311-211,,26857.78
15/04/2011,Department of Health,Department of Health,HEALTH PROTECTION AND IMPROVEMENT,Product and distribution costs,Peacheys Catering Services Ltd,NHS0311-320,,27644.72
15/04/2011,Department of Health,Department of Health,HEALTH PROTECTION AND IMPROVEMENT,Product and distribution costs,Peacheys Catering Services Ltd,NHS0311-845,,35465.49
15/04/2011,Department of Health,Department of Health,HEALTH PROTECTION AND IMPROVEMENT,Product and distribution costs,Peacheys Catering Services Ltd,NHS0311-886,,117060.23
15/04/2011,Department of Health,Department of Health,HEALTH PROTECTION AND IMPROVEMENT,Product and distribution costs,Peacheys Catering Services Ltd,NHS0311-938,,56806.71
15/04/2011,Department of Health,Department of Health,HEALTH PROTECTION AND IMPROVEMENT,Product and distribution costs,Peacheys Catering Services Ltd,NHS0311-936,,83211.43
15/04/2011,Department of Health,Department of Health,NHS MEDICAL DIRECTOR,Secondees in invoiced costs,PLYMOUTH HOSPITALS NHS TRUST,829639,,29577
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,PLYMOUTH HOSPITALS NHS TRUST,ERS-430419-45009,,56698
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,PORTSMOUTH HOSPITAL NHS TRUST,ERS-430563-45086,,42510.28
15/04/2011,Department of Health,Department of Health,Research & development,Research & development,PREPRESS PROJECTS LTD,ERS-430579-45110,,25000
