F1,F11,F2,F3,F4,F5,F7,F8,F9,F10,F6
Environment & Regeneration,,Cityworks City Hall,Supplies & Services,10/06/2015,PASSWORD PRODUCTIONS LTD,Revenue,3KLCH,City Hall Holding Account,46156.7,6606345
Adult and Culture,,Social Services-Care Support,Supplies & Services,42173,PATCHWORK PROJECT,Revenue,1FC40,Cee Central Team,3134.58,6613894
Adult and Culture,,Social Services-Care Support,Supplies & Services,42173,PATCHWORK PROJECT,Revenue,1EY10,Youth Management,6146.34,6613894
Adult and Culture,,Social Services-Care Support,Supplies & Services,42173,PATCHWORK PROJECT,Revenue,1EY10,Youth Management,4125.6,6613927
Environment & Regeneration,,E&R Parking Services,Supplies & Services,11/06/2015,PATROL,Revenue,1V205,Car Parking Management,7586.5,6607332
Environment & Regeneration,,Blacksmiths,Supplies & Services,15/06/2015,PATTERSON RYAN WIREWORKERS LTD,Revenue,1KEMV,Blacksmiths,743.6,6553797
HRA,,HRA Planning QS,Premises,30/06/2015,PATTERSON SCIENTIFIC SERVICES,Revenue,1HASP,Responsive Service&Plant Main,10360,6625048
HRA,,HRA Planning QS,Premises,30/06/2015,PATTERSON SCIENTIFIC SERVICES,Revenue,1HASP,Responsive Service&Plant Main,5922.5,6625055
HRA,,HRA Property Maint,Premises,22/06/2015,PATTERSON SCIENTIFIC SERVICES,Revenue,1HASP,Responsive Service&Plant Main,600,6616219
HRA,,HRA Planning QS,Premises,29/06/2015,PATTINSON SCIENTIFIC SERVICES LIMITED,Revenue,1HASP,Responsive Service&Plant Main,5922.5,6625017
HRA,,HRA Planning QS,Premises,29/06/2015,PATTINSON SCIENTIFIC SERVICES LIMITED,Revenue,1HASP,Responsive Service&Plant Main,1075,6625037
Adult and Culture,,Social Services-Carefirst,Long Term Assets,02/06/2015,PAVILION COURT CARE HOME,Revenue,4WX13,Ind Sector Client Loan Fund,468.36,6598828
Adult and Culture,,Social Services-Carefirst,Long Term Assets,30/06/2015,PAVILION COURT CARE HOME,Revenue,4WX13,Ind Sector Client Loan Fund,468.36,6625122
Adult and Culture,,Social Services-Carefirst,"Sales, Fees & Charges",02/06/2015,PAVILION COURT CARE HOME,Revenue,1MG10,Nursing Care OP,-4001.88,6598828
Adult and Culture,,Social Services-Carefirst,"Sales, Fees & Charges",02/06/2015,PAVILION COURT CARE HOME,Revenue,1MG20,Residential Care OP,-6309.68,6598828
Adult and Culture,,Social Services-Carefirst,"Sales, Fees & Charges",30/06/2015,PAVILION COURT CARE HOME,Revenue,1MG10,Nursing Care OP,-9814.47,6625122
Adult and Culture,,Social Services-Carefirst,"Sales, Fees & Charges",30/06/2015,PAVILION COURT CARE HOME,Revenue,1MG20,Residential Care OP,-54.41,6625122
Adult and Culture,,Social Services-Carefirst,Third Party Payments,02/06/2015,PAVILION COURT CARE HOME,Revenue,1MG10,Nursing Care OP,40844.96,6598828
Adult and Culture,,Social Services-Carefirst,Third Party Payments,02/06/2015,PAVILION COURT CARE HOME,Revenue,1MG20,Residential Care OP,30971.84,6598828
Adult and Culture,,Social Services-Carefirst,Third Party Payments,30/06/2015,PAVILION COURT CARE HOME,Revenue,1MG10,Nursing Care OP,66450.84,6625122
Adult and Culture,,Social Services-Carefirst,Third Party Payments,30/06/2015,PAVILION COURT CARE HOME,Revenue,1MG20,Residential Care OP,8630.63,6625122
Environment & Regeneration,,E&R Parking Services,Supplies & Services,25/06/2015,PAY POINT MOBILE,Revenue,1V213,Pay by Phone Parking Income,7984.13,6621486
Chief Executive's,,CD - Revenues & Benefits,Transfer Payments,09/06/2015,PAY POINT NETWORK LTD,Revenue,1CS17,Crisis Support,436,6604998
Chief Executive's,,CD - Revenues & Benefits,Transfer Payments,30/06/2015,PAY POINT NETWORK LTD,Revenue,1CS17,Crisis Support,556,6624841
Chief Executive's,,CD - Revenues & Benefits,Transfer Payments,16/06/2015,PAY POINT NETWORK LTD,Revenue,1CS17,Crisis Support,375,6611132
Chief Executive's,,CD - Revenues & Benefits,Transfer Payments,23/06/2015,PAY POINT NETWORK LTD,Revenue,1CS17,Crisis Support,485,6617291
Adult and Culture,,Social Services,Third Party Payments,42171,PEAR TREE PROJECTS LTD,Revenue,1MC02,Ind Sector Placements,73640.83,6605050
Adult and Culture,,AS - Learning City,Supplies & Services,42174,PEARSON - EDEXCEL,Revenue,1EA15,Newcastle City Learning Main,1226.4,6613719
Children's Services,,Educ Psychology,Supplies & Services,22/06/2015,PEARSON EDUCATION,Revenue,1E791,Kaleidrascope,2105.17,6549253
Children's Services,,Educ Psychology,Supplies & Services,23/06/2015,PEARSON EDUCATION,Revenue,1E51J,Childrens Centre,265.92,6590258
Children's Services,,Educ Psychology,Supplies & Services,23/06/2015,PEARSON EDUCATION,Revenue,1E791,Kaleidrascope,2105.17,6619702
HRA,,HRA A/S Unit,Capital Expenditure,16/06/2015,PEART ACCESS RAMPS,Capital,2HE01,Capital Citywide,2637,6611354
HRA,,HRA A/S Unit,Capital Expenditure,16/06/2015,PEART ACCESS RAMPS,Capital,2HE01,Capital Citywide,1451,6611355
HRA,,HRA A/S Unit,Capital Expenditure,16/06/2015,PEART ACCESS RAMPS,Capital,2HE01,Capital Citywide,3313,6611356
HRA,,HRA A/S Unit,Capital Expenditure,16/06/2015,PEART ACCESS RAMPS,Capital,2HE01,Capital Citywide,328,6611358
HRA,,HRA A/S Unit,Premises,16/06/2015,PEART ACCESS RAMPS,Revenue,1HRA8,HRA - Investment Related Expe,320,6611359
HRA,,HRA A/S Unit,Premises,29/06/2015,PEART ACCESS RAMPS,Revenue,1HRA8,HRA - Investment Related Expe,340,6624353
HRA,,HRA A/S Unit,Premises,29/06/2015,PEART ACCESS RAMPS,Revenue,1HRA8,HRA - Investment Related Expe,340,6624354
HRA,,HRA A/S Unit,Premises,29/06/2015,PEART ACCESS RAMPS,Revenue,1HRA8,HRA - Investment Related Expe,274,6624355
Environment & Regeneration,,E&R Parking Services,Premises,25/06/2015,PEER GROUP PLC,Revenue,1V114,Eldon Gardens Multi Storey,11926.5,6621491
Adult and Culture,,Social Services-Carefirst,Long Term Assets,02/06/2015,PEMBROKE REST HOME,Revenue,4WX13,Ind Sector Client Loan Fund,1946,6598741
Adult and Culture,,Social Services-Carefirst,Long Term Assets,30/06/2015,PEMBROKE REST HOME,Revenue,4WX13,Ind Sector Client Loan Fund,1946,6625069
Adult and Culture,,Social Services-Carefirst,"Sales, Fees & Charges",02/06/2015,PEMBROKE REST HOME,Revenue,1MH20,Residential Care PD,-683.24,6598741
Adult and Culture,,Social Services-Carefirst,"Sales, Fees & Charges",02/06/2015,PEMBROKE REST HOME,Revenue,1MM20,Residential Care MH,-319.4,6598741
Adult and Culture,,Social Services-Carefirst,"Sales, Fees & Charges",30/06/2015,PEMBROKE REST HOME,Revenue,1MH20,Residential Care PD,-683.24,6625069
Adult and Culture,,Social Services-Carefirst,"Sales, Fees & Charges",30/06/2015,PEMBROKE REST HOME,Revenue,1MM20,Residential Care MH,-319.4,6625069
Adult and Culture,,Social Services-Carefirst,Third Party Payments,02/06/2015,PEMBROKE REST HOME,Revenue,1MH20,Residential Care PD,5560,6598741
Adult and Culture,,Social Services-Carefirst,Third Party Payments,02/06/2015,PEMBROKE REST HOME,Revenue,1MK10,Nursing Care LD,3190.76,6598741
Adult and Culture,,Social Services-Carefirst,Third Party Payments,02/06/2015,PEMBROKE REST HOME,Revenue,1MM20,Residential Care MH,12351.14,6598741
Adult and Culture,,Social Services-Carefirst,Third Party Payments,30/06/2015,PEMBROKE REST HOME,Revenue,1MH20,Residential Care PD,5560,6625069
Adult and Culture,,Social Services-Carefirst,Third Party Payments,30/06/2015,PEMBROKE REST HOME,Revenue,1MK10,Nursing Care LD,3190.76,6625069
Adult and Culture,,Social Services-Carefirst,Third Party Payments,30/06/2015,PEMBROKE REST HOME,Revenue,1MM20,Residential Care MH,11954,6625069
Adult and Culture,,Social Services-Care Support,Supplies & Services,42173,PENDOWER GOOD NEIGHBOURHOOD PROJECT,Revenue,1EY10,Youth Management,2465.3,6613888
HRA,,HRA Mech & Elec,Premises,26/06/2015,PENNINGTON CHOICES LTD,Revenue,1HBSP,Planned Service&Plant Maint,962.5,6614178
Adult and Culture,,Social Services,Supplies & Services,42163,PERCY HEDLEY CENTRE,Revenue,1E20P,High Needs Post16 Funding,142828.9,6599896
Adult and Culture,,Social Services,Third Party Payments,42163,PERCY HEDLEY CENTRE,Revenue,1E20A,SB Independent Schools,145971.71,6599888
Adult and Culture,,Social Services,Third Party Payments,42163,PERCY HEDLEY CENTRE,Revenue,1MK60,Ind Day Care LD,11269.31,6602783
Adult and Culture,,Social Services,Third Party Payments,42167,PERCY HEDLEY CENTRE,Revenue,1E20A,SB Independent Schools,229392.1,6599893
Adult and Culture,,Social Services,Third Party Payments,42167,PERCY HEDLEY CENTRE,Revenue,1E20A,SB Independent Schools,2109.12,6599894
Adult and Culture,,Social Services,Third Party Payments,42172,PERCY HEDLEY CENTRE,Revenue,1MG60,Day Care OP,3452,6594034
Adult and Culture,,Social Services,Third Party Payments,42172,PERCY HEDLEY CENTRE,Revenue,1MH60,Day Care PD,7152.68,6594034
Adult and Culture,,Social Services,Third Party Payments,42172,PERCY HEDLEY CENTRE,Revenue,1MK60,Ind Day Care LD,4179.28,6594034
Adult and Culture,,Social Services,Third Party Payments,42172,PERCY HEDLEY CENTRE,Revenue,1MG60,Day Care OP,5103.44,6594042
Adult and Culture,,Social Services,Third Party Payments,42172,PERCY HEDLEY CENTRE,Revenue,1MH60,Day Care PD,6570.6,6594042
Adult and Culture,,Social Services,Third Party Payments,42172,PERCY HEDLEY CENTRE,Revenue,1MK60,Ind Day Care LD,3889.6,6594042
Adult and Culture,,Social Services,Transport,42172,PERCY HEDLEY CENTRE,Revenue,1MG60,Day Care OP,1935.96,6594034
Adult and Culture,,Social Services,Transport,42172,PERCY HEDLEY CENTRE,Revenue,1MK60,Ind Day Care LD,948.4,6594034
Adult and Culture,,Social Services,Transport,42172,PERCY HEDLEY CENTRE,Revenue,1MG60,Day Care OP,284.52,6594042
Adult and Culture,,Social Services,Transport,42172,PERCY HEDLEY CENTRE,Revenue,1MK60,Ind Day Care LD,948.4,6594042
Adult and Culture,,Social Services-Carefirst,"Sales, Fees & Charges",02/06/2015,PERCY HEDLEY CENTRE,Revenue,1MG20,Residential Care OP,-495.8,6598843
Adult and Culture,,Social Services-Carefirst,"Sales, Fees & Charges",02/06/2015,PERCY HEDLEY CENTRE,Revenue,1MH20,Residential Care PD,-689.5,6598843
Adult and Culture,,Social Services-Carefirst,"Sales, Fees & Charges",02/06/2015,PERCY HEDLEY CENTRE,Revenue,1MK20,Residential Care LD,-887.65,6598843
Adult and Culture,,Social Services-Carefirst,"Sales, Fees & Charges",30/06/2015,PERCY HEDLEY CENTRE,Revenue,1MG20,Residential Care OP,-495.8,6625136
Adult and Culture,,Social Services-Carefirst,"Sales, Fees & Charges",30/06/2015,PERCY HEDLEY CENTRE,Revenue,1MH20,Residential Care PD,-394,6625136
Adult and Culture,,Social Services-Carefirst,"Sales, Fees & Charges",30/06/2015,PERCY HEDLEY CENTRE,Revenue,1MK20,Residential Care LD,-1386.4,6625136
Adult and Culture,,Social Services-Carefirst,Third Party Payments,02/06/2015,PERCY HEDLEY CENTRE,Revenue,1MG20,Residential Care OP,2691.36,6598843
Adult and Culture,,Social Services-Carefirst,Third Party Payments,02/06/2015,PERCY HEDLEY CENTRE,Revenue,1MH20,Residential Care PD,7470.26,6598843
Adult and Culture,,Social Services-Carefirst,Third Party Payments,02/06/2015,PERCY HEDLEY CENTRE,Revenue,1MK20,Residential Care LD,13647.44,6598843
Adult and Culture,,Social Services-Carefirst,Third Party Payments,30/06/2015,PERCY HEDLEY CENTRE,Revenue,1MG20,Residential Care OP,2691.36,6625136
Adult and Culture,,Social Services-Carefirst,Third Party Payments,30/06/2015,PERCY HEDLEY CENTRE,Revenue,1MH20,Residential Care PD,4268.72,6625136
Adult and Culture,,Social Services-Carefirst,Third Party Payments,30/06/2015,PERCY HEDLEY CENTRE,Revenue,1MK20,Residential Care LD,13647.44,6625136
Adult and Culture,,Social Services-Carefirst,"Sales, Fees & Charges",02/06/2015,PERCY HOUSE,Revenue,1MM20,Residential Care MH,-313.2,6598766
Adult and Culture,,Social Services-Carefirst,"Sales, Fees & Charges",30/06/2015,PERCY HOUSE,Revenue,1MM20,Residential Care MH,-313.2,6625093
Adult and Culture,,Social Services-Carefirst,Third Party Payments,02/06/2015,PERCY HOUSE,Revenue,1MM20,Residential Care MH,5104.68,6598766
Adult and Culture,,Social Services-Carefirst,Third Party Payments,30/06/2015,PERCY HOUSE,Revenue,1MM20,Residential Care MH,5104.68,6625093
Environment & Regeneration,,Cityworks City Hall,Supplies & Services,02/06/2015,PERFECT GETAWAYS LTD,Revenue,1KL3A,City Hall,999,6597331
Environment & Regeneration,,Cityworks City Hall,Supplies & Services,08/06/2015,PERFORMING RIGHTS SOCIETY,Revenue,3FE20,VAT Recoverable Account,1967.65,6603156
Environment & Regeneration,,Cityworks City Hall,Supplies & Services,05/06/2015,PERFORMING RIGHTS SOCIETY,Revenue,1KL3A,City Hall,9838.23,6602195
Environment & Regeneration,,Cityworks City Hall,Supplies & Services,05/06/2015,PERFORMING RIGHTS SOCIETY,Revenue,1KL3A,City Hall,1967.65,6603148
HRA,,HRA Planning QS,Capital Expenditure,19/06/2015,PERMADOR,Capital,2HE01,Capital Citywide,3476.75,6614984
Environment & Regeneration,,Fleet Management System,Supplies & Services,17/06/2015,PERMATT FORK LIFT TRUCKS LTD,Revenue,1KESK,Hort Workshops Code 5 Repairs,402.3,6598625
Environment & Regeneration,,Fleet Management System,Supplies & Services,26/06/2015,PERMATT FORK LIFT TRUCKS LTD,Revenue,1KESB,Heavy Workshop Code 5 Repairs,627.27,6608585
Environment & Regeneration,,E&R Development Mngmt,Third Party Payments,01/06/2015,PERSIMMON HOMES NE LTD,Revenue,1VH31,FHU General & Delivery Team,62500,6596712
Environment & Regeneration,,NS: Asset Man,Premises,23/06/2015,PETER COX PROPERTY SERVICES,Revenue,1DV04,Misc offices,271,6617288
Environment & Regeneration,,NS: D&CS Support Services,Supplies & Services,10/06/2015,PETER COX PROPERTY SERVICES,Revenue,1KBRM,Sub Contractors R & M,846.08,6606358
Adult and Culture,,Social Services-Carefirst,"Sales, Fees & Charges",02/06/2015,PHILIP CUSSINS HOUSE,Revenue,1MG20,Residential Care OP,-933.16,6598869
Adult and Culture,,Social Services-Carefirst,"Sales, Fees & Charges",30/06/2015,PHILIP CUSSINS HOUSE,Revenue,1MG20,Residential Care OP,-933.16,6625159
Adult and Culture,,Social Services-Carefirst,Third Party Payments,02/06/2015,PHILIP CUSSINS HOUSE,Revenue,1MG20,Residential Care OP,1969.28,6598869
Adult and Culture,,Social Services-Carefirst,Third Party Payments,30/06/2015,PHILIP CUSSINS HOUSE,Revenue,1MG20,Residential Care OP,1969.28,6625159
Adult and Culture,,Social Services-Carefirst,Third Party Payments,16/06/2015,PHILIPS COURT NURSING HOME,Revenue,1MG10,Nursing Care OP,2347.56,6610996
Environment & Regeneration,,Cityworks Central Off,Supplies & Services,09/06/2015,PHONOGRAPHIC PERFORMANCE LTD,Revenue,1KL1D,East End Pool,818.07,6600943
Environment & Regeneration,,Cityworks Central Off,Supplies & Services,09/06/2015,PHONOGRAPHIC PERFORMANCE LTD,Revenue,1KL1E,Elswick Pool,137.6,6600943
Environment & Regeneration,,Cityworks Central Off,Supplies & Services,09/06/2015,PHONOGRAPHIC PERFORMANCE LTD,Revenue,1KL2D,Walker Activity Dome,777.62,6600943
Environment & Regeneration,,Cityworks Central Off,Supplies & Services,09/06/2015,PHONOGRAPHIC PERFORMANCE LTD,Revenue,1KL2A,Centre For Sport,447.88,6600943
Environment & Regeneration,,Cityworks Central Off,Supplies & Services,09/06/2015,PHONOGRAPHIC PERFORMANCE LTD,Revenue,1KL2F,Scotswood Sport Centre,47.85,6600943
Environment & Regeneration,,CW Civic Services Catering,Supplies & Services,12/06/2015,PHS GROUP PLC,Revenue,1KF07,Banqueting Suite,418.6,6607971
Adult and Culture,,Social Services-Care Support,Third Party Payments,42166,PLACES FOR PEOPLE,Revenue,1MX51,SP VP Block Subsidy,254.8,6607191
Adult and Culture,,Social Services-Care Support,Supplies & Services,42166,PLACES FOR PEOPLE INDIVIDUAL SUPPORT,Revenue,1MX19,Domestic Violence,5230.68,6607203
Adult and Culture,,Social Services-Care Support,Third Party Payments,42166,PLACES FOR PEOPLE INDIVIDUAL SUPPORT,Revenue,1MX51,SP VP Block Subsidy,1418.88,6607203
Environment & Regeneration,,Cityworks Elswick,Supplies & Services,01/06/2015,PLANET TROPHIES,Revenue,1KL1E,Elswick Pool,262.78,6594994
Chief Executive's,,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,15/06/2015,PLAY IN NEWCASTLE,Revenue,1KN32,Kenton Ward,2749.5,6609755
Chief Executive's,,"CD - Policy, Strat & Comms NOR         ",Supplies & Services,15/06/2015,PLAY IN NEWCASTLE,Revenue,1KN32,Kenton Ward,1267.5,6609756
Environment & Regeneration,,EEC U/Design,Supplies & Services,04/06/2015,PLUS URBAN DESIGN LTD,Revenue,1V072,Historic Environment,2437.5,6601218
Chief Executive's,,CD - Accountancy NOR,Supplies & Services,25/06/2015,POLICE AND CRIME COMMISSIONER,Revenue,3RC15,Numbria Police Auth Precepts,463218,6569278
Adult and Culture,,Social Services-Carefirst,"Sales, Fees & Charges",16/06/2015,PONTELAND MANOR,Revenue,1MG20,Residential Care OP,-2245.44,6611171
Adult and Culture,,Social Services-Carefirst,Third Party Payments,16/06/2015,PONTELAND MANOR,Revenue,1MG20,Residential Care OP,3577.84,6611171
Adult and Culture,,Social Services,Third Party Payments,42163,PONTELAND ROAD PHARMACY,Revenue,1ML09,PH - Drugs and alcohol,300,6602594
Environment & Regeneration,,Allendale Building,Supplies & Services,11/06/2015,PORCELANOSA (NORTH EAST ) LTD,Revenue,1KB40,Citybuild Stores O/H,1002,6561689
Environment & Regeneration,,NS: City Transport,Transport,22/06/2015,POST OFFICE COUNTERS,Revenue,1KESW,Fleet SLA Costs & Income,7400,6615934
Children's Services,,Educ Newbiggin S/Start,Supplies & Services,15/06/2015,POSTURITE,Revenue,1MR52,Adults Admin Pool,291.55,6607965
Adult and Culture,,Library Admin,Supplies & Services,42165,POTTS PRINTERS LTD,Revenue,1EJ17,Publications,362,6601097
Chief Executive's,,CD - Central Policy Unit,Supplies & Services,10/06/2015,POTTS PRINTERS LTD,Revenue,1FN20,Policy & Comms (S&S),2248,6565848
Chief Executive's,,CD - SPAM Trading Account,Supplies & Services,22/06/2015,POTTS PRINTERS LTD,Revenue,1DQ01,Commercial Property MGT Costs,392,6614066
Chief Executive's,,CD-Communications and Marketing,Supplies & Services,08/06/2015,POTTS PRINTERS LTD,Revenue,1KEAR,Cleansing Overhead,1251,6585014
Environment & Regeneration,,E&R Parking Services,Supplies & Services,15/06/2015,POTTS PRINTERS LTD,Revenue,1V205,Car Parking Management,328,6608005
Chief Executive's,,CD - Finance & Resources NOR,Capital Expenditure,09/06/2015,POWERDIAL SERVICES LTD,Capital,2N401,Capital General,800,6605124
Chief Executive's,,CD - Finance & Resources NOR,Capital Expenditure,09/06/2015,POWERDIAL SERVICES LTD,Capital,2N401,Capital General,800,6605125
Chief Executive's,,CD - Finance & Resources NOR,Capital Expenditure,04/06/2015,POWERDIAL SERVICES LTD,Capital,2N401,Capital General,800,6601363
Chief Executive's,,CD - Business Dev Centres,Premises,09/06/2015,PPG ARCHITECTURAL COATINGS UK LTD,Revenue,1DE50,i6- Charlotte Square NEC,349.19,6596037
Children's Services,,Childrens Services Support,Third Party Payments,18/06/2015,PRAXIS SERVICE,Revenue,1MD67,S17 Children in Need,987.12,6613369
Environment & Regeneration,,Allendale Building,Supplies & Services,15/06/2015,PREMIER MORTARS,Revenue,1KVWC,Minor Works Contracts,149.54,6608925
Adult and Culture,,Social Services-Care Support,Supplies & Services,42173,PRIDE RADIO NE CIC,Revenue,1DF03,Arts Contribution,1700,6613868
HRA,,HRA Income,Third Party Payments,10/06/2015,PRINTSEARCH CHESTER LTD,Revenue,1HEIG,Income General,510.92,6606306
Adult and Culture,,Social Services-Carefirst,"Sales, Fees & Charges",02/06/2015,PRIORY GARDENS,Revenue,1MG20,Residential Care OP,-596.2,6598924
Adult and Culture,,Social Services-Carefirst,"Sales, Fees & Charges",30/06/2015,PRIORY GARDENS,Revenue,1MG20,Residential Care OP,-596.2,6625207
Adult and Culture,,Social Services-Carefirst,Third Party Payments,02/06/2015,PRIORY GARDENS,Revenue,1MG20,Residential Care OP,1664,6598924
Adult and Culture,,Social Services-Carefirst,Third Party Payments,30/06/2015,PRIORY GARDENS,Revenue,1MG20,Residential Care OP,1664,6625207
Children's Services,,Carefirst - Independant Foster payments,Third Party Payments,02/06/2015,PROGRESS CHILDRENS SERVICES,Revenue,1MC22,IND Sector Foster Carer Costs,8876,6599039
Children's Services,,Carefirst - Independant Foster payments,Third Party Payments,29/06/2015,PROGRESS CHILDRENS SERVICES,Revenue,1MC22,IND Sector Foster Carer Costs,8876,6624162
