Address,Case Date,Case Reference,Case Text,Classification,Codetext,Decision,Decision Date,Decision Target Date,Geo X,Public Consultation End Date,Public Consultation Start Date,Service Type,Ward,Appeal Decision Date,Decision Notice Date,Decision Type,Geo Y,Status
,,Todmorden,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,OL14 6RH,,,,,,,,,,,,,,,,
422594,09/10/2017,"""",393114,PCO,,11/09/2017,21/08/2017,,,,,,,,,15,,
,29/08/2017,17/20150/TPO,"""Tree One (unknown) - Neighbours tree on boundary bending horizontally over into my land and subsequent branches are at head height over pathway.",,,,,,,,,TPO,,,,,,
,,,,,,,,,,,,,,,,,,
,,Would like to cut the trunk of tree One where it crosses the boundary.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,Tree two (oak?) - neighbours tree on boundary has a couple of lower branches hanging over my land nearly at head height over pathway.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,Would like to cut the lower branches of tree  TWO where they cross the boundary.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,"Neighbour lives at Gudger.""",,,,,,,,,,,,,,,,
,,Glen View Road,,,,,,,,,,,,,,,,
,,Hebden Bridge,,,,,,,,,,,,,,,,
,,"HX7 6DB""",,REC,,,,,,,,,,,,,,
"""Burrwood Court",09/08/2017,16/01003/NMA,Non Material Amendment to Plot 2 in Planning Approvals 10/00075/FUL and 13/00051/REN (Variation to approve window design on north facing bedroom elevation),NMA,,,,,,,,NMA,,,,,,
,,Stainland Road,,,,,,,,,,,,,,,,
,,Elland,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
420131,31/08/2017,"""",408833,PCO,,,,,,,,,,,,4,,
"""Unit 15A",10/08/2017,17/00986/FUL,Extension to existing unit,,,,,,,,,FUL,,,,,,
,,Moderna Business Park,,,,,,,,,,,,,,,,
,,Moderna Way,,,,,,,,,,,,,,,,
,,Mytholmroyd,,,,,,,,,,,,,,,,
,,Hebden Bridge,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX7 5QQ,,,,,,,,,,,,,,,,
425918,,"""",401866,INV,,,,,,,,,,,,7,,
"""Dove Lowe",17/08/2017,17/00995/HSE,Extension and conversion of existing garage to form additional bedroom and study area,Q21,,,,,,,,HSE,,,,,,
,,53 Kilnhurst Road,,,,,,,,,,,,,,,,
,,Todmorden,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,OL14 6AX,,,,,,,,,,,,,,,,
424011,,"""",394587,INV,,29/09/2017,22/08/2017,,,,,,,,,2,,
"""Hill View",18/08/2017,17/01037/HSE,Two-storey rear extension and single storey side extension with internal alterations,Q21,,,,,,,,HSE,,,,,,
,,Lower Park Royd Drive,,,,,,,,,,,,,,,,
,,Triangle,,,,,,,,,,,,,,,,
,,Sowerby Bridge,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX6 3HR,,,,,,,,,,,,,,,,
420927,13/10/2017,"""",404327,PCO,,19/09/2017,29/08/2017,,,,,,,,,12,,
"""Former Unit 6 Royd Mills Business Park",24/08/2017,17/01057/FUL,Planning application for change of use to taxi/chauffeur from existing use as engineering works,,,,,,,,,FUL,,,,,,
,,Dyehouse Lane,,,,,,,,,,,,,,,,
,,Brighouse,,,,,,,,,,,,,,,,
,,"HD6 1LL""",,REC,,,,,,,,,,,,,,
flat roofed garages.  Construction of two single storey,03/08/2017,17/00958/LBC,"""Conversion of mill building to form 8 residential apartments including internal and external works.  Removal of areas of external render.  Creation of roof terrace.  Demolition of existing brick and render structure to west elevation and replacement with four single storey",Q23,,,,,,,,LBC,,,,,,
,,Dean Clough Mills,,,,,,,,,,,,,,,,
,,Cross Hills,,,,,,,,,,,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX1 1XQ,,,,,,,,,,,,,,,,
425639,28/09/2017,"""",409262,PCO,,08/09/2017,,,,,,,,,,16,,
"""5 Ringstone",10/08/2017,17/20141/TPO,Prune four trees (Tree Preservation Order),TPO,,,,,,,,TPO,,,,,,
,,Barkisland,,,,,,,,,,,,,,,,
,,Sowerby Bridge,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX4 0EU,,,,,,,,,,,,,,,,
418355,05/10/2017,"""",405484,PCO,,07/08/2017,17/08/2017,,,,,,,,,12,,
"""12 Bradford Road",11/08/2017,17/00998/LBC,Internal wireless access points (Listed Building Consent),Q23,,,,,,,,LBC,,,,,,
,,Brighouse,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HD6 1RL,,,,,,,,,,,,,,,,
422871,06/10/2017,"""",414689,PCO,,15/09/2017,,,,,,,,,,1,,
"""1 Crabtree Hall Farm",15/08/2017,17/01006/FUL,Demolition of existing buildings to facilitate a residential development of 8 dwellings.,,,,,,,,,FUL,,,,,,
,,Bradshaw Row Lane,,,,,,,,,,,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX2 9PA,,,,,,,,,,,,,,,,
430624,,"""",407542,INV,,,,,,,,,,,,6,,
"""Kilnhurst Old Hall",17/08/2017,12/01145/DEVAC,Detached double garage and store,DEVAC,,,,,,,,DEVAC,,,,,,
,,Kilnhurst Road,,,,,,,,,,,,,,,,
,,Todmorden,,,,,,,,,,,,,,,,
,,West Yorkshire,,,,,,,,,,,,,,,,
,,OL14 6AX,,,,,,,,,,,,,,,,
423957,13/10/2017,"""",394587,REPLY,DEL,,,24/08/2017,24/08/2017,,,REPLY,,,,2,,
"""164 Halifax Road",22/08/2017,17/01047/FUL,NEW DWELLING,,,,,,,,,FUL,,,,,,
,,Ripponden,,,,,,,,,,,,,,,,
,,Sowerby Bridge,,,,,,,,,,,,,,,,
,,"HX6 4AH""",,INSFEE,,,,,,,,,,,,,,
"""Chapel Crossley Almshouses",23/08/2017,17/01050/LB,Installing stairlift on the chapel steps in order to enable disabled access.,,,,,,,,,LB,,,,,,
,,Arden Road,,,,,,,,,,,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,"HX1 3AA""",,REC,,,,,,,,,,,,,,
comprising of aluminium cladding to the roof.  Reconfiguration of the drive thru lane,12/06/2017,17/00733/FUL,"""Refurbishment of the existing restaurant with extensions to side and rear elevations. Alterations to include the installation of a new """"Folded Roof"""" concept",Q18,"""Mcdonalds",,,,,,,FUL,,,,,,
,,407 Bradford Road,,,,,,,,,,,,,,,,
,,Brighouse,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HD6 4BT,,,,,,,,,,,,,,,,
424480,07/08/2017,"""",414691,PCO,,17/07/2017,,,,,,,,,,1,,
"""The Ridings",24/08/2017,17/00318/DISC1,Demolition of existing dwelling to facilitate residential development of three dwellings,,,,,,,,,DISC1,,,,,,
,,57 Hullen Edge Hall,,,,,,,,,,,,,,,,
,,Hullen Edge Lane,,,,,,,,,,,,,,,,
,,Elland,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX5 0QS,,,,,,,,,,,,,,,,
420665,,"""",409562,REC,,,,,,,,,,,,3,,
"Installation of Short Term Operating Reserve (STOR) up to 20MW capacity and construction of 4.5m acoustic fencing.""",05/10/2016,16/06013/EIA,"""Screening opinion for demolition of existing structures",,,,,,,,,EIA,,,,,,
,,Stainland Road,,,,,,,,,,,,,,,,
,,Elland,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
422031,,"""",409551,EIAN,,,,17/10/2016,17/10/2016,,,EIAN,,,,16,,
"""Binn Royd Farm Cottage",27/10/2016,16/01399/HSE,Garage extension to form home office,Q21,,,,,,,,HSE,,,,,,
,,Hollas Lane,,,,,,,,,,,,,,,,
,,Sowerby Bridge,,,,,,,,,,,,,,,,
,,West Yorkshire,,,,,,,,,,,,,,,,
,,HX6 3LQ,,,,,,,,,,,,,,,,
422752,22/12/2016,"""",407610,16,DEL,19/12/2016,07/11/2016,29/11/2016,08/12/2016,,,16,,,,4,,16
"including terracing and integrated garage to South elevation""",31/10/2016,16/01418/HSE,"""Two/Three storey extension to East and South elevation",Q21,,,,,,,,HSE,,,,,,
,,Greetland,,,,,,,,,,,,,,,,
,,Elland,,,,,,,,,,,,,,,,
,,West Yorkshire,,,,,,,,,,,,,,,,
,,HX4 8JP,,,,,,,,,,,,,,,,
421203,26/12/2016,"""",408689,1,DEL,14/12/2016,11/11/2016,14/03/2017,14/03/2017,,,1,,,,4,,1
"""50 Stones Drive",07/11/2016,16/50001/HED,High hedge complaint,HHC,,,,,,,,HED,,,,,,
,,Ripponden,,,,,,,,,,,,,,,,
,,Sowerby Bridge,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX6 4NY,,,,,,,,,,,,,,,,
418712,31/01/2017,"""",402956,HEDNOT,DEL,30/11/2016,,28/03/2017,28/03/2017,,,HEDNOT,,,,12,,
"""Car Park",05/10/2016,16/01304/FUL,Proposed development of five town houses,Q13,,,,,,,,FUL,,,,,,
,,James Street,,,,,,,,,,,,,,,,
,,Elland,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
420656,07/12/2016,"""",410982,1,DEL,17/11/2016,13/10/2016,21/12/2016,22/12/2016,,,1,,,,3,,1
,07/10/2016,16/01321/FUL,"""application for installing an MOT testing bay into existing building",,,,,,,,,FUL,,,,,,
,,applying for the class order modified from B2 commercial class order to one that includes the use,,,,,,,,,,,,,,,,
,,"of the building to include the proposed MOT testing bay""",,,,,,,,,,,,,,,,
,,Water Lane,,,,,,,,,,,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX3 9HG,,,,,,,,,,,,,,,,
424556,,"""",409676,APPRET,,,,,,,,,,,,16,,
"""Station Approach",24/08/2017,17/01061/LB,Installation of 1 No. Digital Customer Information and Advertisement Screen with the new entrance area of Halifax Station.,,,,,,,,,LB,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,"HX1 1QE""",,REC,,,,,,,,,,,,,,
"""5 Stonecroft Mount",28/10/2016,16/20215/TPO,Prune one tree (Tree Preservation Order),TPO,,,,,,,,TPO,,,,,,
,,Sowerby Bridge,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX6 2SB,,,,,,,,,,,,,,,,
424539,23/12/2016,"""",406530,4,DEL,30/11/2016,09/11/2016,20/12/2016,20/12/2016,,,4,,,,14,,4
"formation of bin store and external works to provide eight parking spaces""",09/11/2016,16/01456/CON,"""Conversion and extension of building to create eight apartments",Q13,,,,,,,,CON,,,,,,
,,47 Burnley Road,,,,,,,,,,,,,,,,
,,Luddenden Foot,,,,,,,,,,,,,,,,
,,Sowerby Bridge,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX2 6AR,,,,,,,,,,,,,,,,
424722,30/06/2017,"""",403896,PCO,,08/08/2017,24/04/2017,,,,,,,,,7,,
"""16 Heath Avenue",28/10/2016,16/22083/TCA,Fell one tree (Tree in a Conservation Area),TCA,,,,,,,,TCA,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX3 0EA,,,,,,,,,,,,,,,,
423767,09/12/2016,"""",408994,40,DEL,11/11/2016,,06/12/2016,06/12/2016,,,40,,,,13,,40
"""11 Marchcroft",28/10/2016,16/20217/TPO,Fell one tree (Tree Preservation Order),TPO,,,,,,,,TPO,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX2 7NX,,,,,,,,,,,,,,,,
424592,23/12/2016,"""",406493,4,DEL,06/12/2016,09/11/2016,20/12/2016,20/12/2016,,,4,,,,14,,4
"""Filling Station",17/11/2016,16/08045/LICE,variation of premises licence,LICE,,,,,,,,LICE,,,,,,
,,83 Huddersfield Road,,,,,,,,,,,,,,,,
,,Elland,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX5 9AA,,,,,,,,,,,,,,,,
420722,15/12/2016,"""",411153,CLOSED,,,,17/11/2016,17/11/2016,,,CLOSED,,,,3,,
"5 and 6""",22/11/2016,13/01272/DISC1,"""Submission of information to discharge conditions on application 13/01272 - conditions 2",DISC,,,,,,,,DISC1,,,,,,
,,Darnes Avenue,,,,,,,,,,,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
424022,18/01/2017,"""",407459,PCOMP,,19/12/2016,,08/02/2017,08/02/2017,,,PCOMP,,,,14,,
"""Stake Barn",28/11/2016,16/01539/HSE,Detached garage and store,Q21,,,,,,,,HSE,,,,,,
,,Stake Lane,,,,,,,,,,,,,,,,
,,Cragg Vale,,,,,,,,,,,,,,,,
,,Hebden Bridge,,,,,,,,,,,,,,,,
,,West Yorkshire,,,,,,,,,,,,,,,,
,,HX7 5TY,,,,,,,,,,,,,,,,
425150,23/01/2017,"""",401905,1,DEL,04/01/2017,07/12/2016,23/01/2017,23/01/2017,,,1,,,,7,,1
"""Stake Barn",28/11/2016,16/01540/LBC,Detached garage and store (Listed Building Consent),Q23,,,,,,,,LBC,,,,,,
,,Stake Lane,,,,,,,,,,,,,,,,
,,Cragg Vale,,,,,,,,,,,,,,,,
,,Hebden Bridge,,,,,,,,,,,,,,,,
,,West Yorkshire,,,,,,,,,,,,,,,,
,,HX7 5TY,,,,,,,,,,,,,,,,
425150,,"""",401905,APPRET,,04/01/2017,06/12/2016,,,,,,,,,7,,
"""4 Marchcroft",30/11/2016,16/20237/TPO,Prune Trees (Tree Preservation Order),TPO,,,,,,,,TPO,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX2 7NX,,,,,,,,,,,,,,,,
424690,25/01/2017,"""",406492,4,DEL,30/12/2016,09/12/2016,13/01/2017,16/01/2017,,,4,,,,14,,4
"replacement windows and new door.""",04/10/2016,16/01297/DEVAC,"""Plastic guttering",DEVAC,,,,,,,,DEVAC,,,,,,
,,Luddenden,,,,,,,,,,,,,,,,
,,Sowerby Bridge,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX2 6RD,,,,,,,,,,,,,,,,
426255,28/12/2016,"""",403898,REPLY,,,,19/10/2016,19/10/2016,,,REPLY,,,,7,,
"""Land North West Of Sterne Bridge",04/10/2016,15/01228/NMA4,Non Material Amendment - Revised planting schedule on the boundary between Units 2 and 3,NMA,,,,,,,,NMA4,,,,,,
,,Wakefield Road,,,,,,,,,,,,,,,,
,,Sowerby Bridge,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
423320,25/10/2016,"""",407461,PCO,,,,,,,,,,,,14,,
"""124 Halifax Road",04/10/2016,15/00505/DISC1,Submission of information to Discharge Conditions on application 15/00505 - condition 5,DISC,,,,,,,,DISC1,,,,,,
,,Ripponden,,,,,,,,,,,,,,,,
,,Sowerby Bridge,,,,,,,,,,,,,,,,
,,West Yorkshire,,,,,,,,,,,,,,,,
,,HX6 4AG,,,,,,,,,,,,,,,,
420541,29/11/2016,"""",404355,PCOMP,,18/10/2016,,19/10/2016,19/10/2016,,,PCOMP,,,,12,,
,05/10/2016,16/01302/HSE,"""Demolition of existing lean-to side extension to facilitate single storey extension and decking.",Q21,,,,,,,,HSE,,,,,,
,,"""",,,,,,,,,,,,,,,,
,,Hebden Bridge,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX7 8QN,,,,,,,,,,,,,,,,
429480,14/12/2016,"""",399770,1,DEL,10/11/2016,20/10/2016,14/12/2016,14/12/2016,,,1,,,,2,,1
"""Fontaine",04/10/2016,16/01303/HSE,First floor extension to South elevation,Q21,,,,,,,,HSE,,,,,,
,,Greenroyd Avenue,,,,,,,,,,,,,,,,
,,Skircoat Green,,,,,,,,,,,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,West Yorkshire,,,,,,,,,,,,,,,,
,,HX3 0JN,,,,,,,,,,,,,,,,
423202,04/01/2017,"""",408906,1,DEL,23/12/2016,17/11/2016,04/01/2017,04/01/2017,,,1,,,,13,,1
3,04/10/2016,16/00908/DISC1,"""Submission of information to Discharge conditions on application 16/00908 - conditions 2",DISC,6,,,,,,,DISC1,,,,,,5
,,Carr House Lane,,,,,,,,,,,,,,,,
,,Todmorden,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,OL14 8AR,,,,,,,,,,,,,,,,
424774,29/11/2016,"""",394697,PCO,,28/10/2016,,,,,,,,,,2,,
"""13 Rawson Street",04/10/2016,16/01305/FUL,New shop front including roller shutter,Q18,,,,,,,,FUL,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,West Yorkshire,,,,,,,,,,,,,,,,
,,HX1 1NH,,,,,,,,,,,,,,,,
425045,29/11/2016,"""",409179,1,DEL,18/11/2016,13/10/2016,29/11/2016,29/11/2016,,,1,,,,16,,1
"""6 Lower Smithy",03/10/2016,16/01285/HSE,Garden store,Q21,,,,,,,,HSE,,,,,,
,,Smithy Lane,,,,,,,,,,,,,,,,
,,Colden,,,,,,,,,,,,,,,,
,,Hebden Bridge,,,,,,,,,,,,,,,,
,,West Yorkshire,,,,,,,,,,,,,,,,
,,HX7 7HP,,,,,,,,,,,,,,,,
428380,28/11/2016,"""",396244,1,DEL,04/11/2016,11/10/2016,16/11/2016,16/11/2016,,,1,,,,2,,1
"""Roebucks Farm",03/10/2016,16/01287/LBC,Extension to form Utility Room (Listed Building Consent),Q23,,,,,,,,LBC,,,,,,
,,Danny Lane,,,,,,,,,,,,,,,,
,,Luddenden Foot,,,,,,,,,,,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX2 6DD,,,,,,,,,,,,,,,,
425289,28/11/2016,"""",404306,3,DEL,18/11/2016,,28/11/2016,28/11/2016,,,3,,,,7,,3
"and from agricultural field to exercise area for dogs (Sui Generis) including the construction of fencing""",05/10/2016,16/01307/COU,"""Change of use from farm building to 'Doggy daycare/Creche'",Q20,,,,,,,,COU,,,,,,
,,Hey Lane,,,,,,,,,,,,,,,,
,,Outlane,,,,,,,,,,,,,,,,
,,Elland,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
416587,12/01/2017,"""",406117,1,DEL,29/12/2016,25/11/2016,12/01/2017,12/01/2017,,,1,,,,12,,1
"""2 Rocks View",03/10/2016,16/20191/TPO,Prune three trees and fell one tree (Tree Preservation Order),TPO,,,,,,,,TPO,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,West Yorkshire,,,,,,,,,,,,,,,,
,,HX2 7EF,,,,,,,,,,,,,,,,
423774,28/11/2016,"""",408049,4,DEL,08/11/2016,11/10/2016,25/11/2016,28/11/2016,,,4,,,,14,,4
"""Square Chapel Centre For The Arts",17/10/2016,12/00462/DISC2,Submission of information to Discharge Conditions on application 12/00462- conditions 3 & 20,DISC,,,,,,,,DISC2,,,,,,
,,10 Square Road,,,,,,,,,,,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX1 1QG,,,,,,,,,,,,,,,,
425037,12/12/2016,"""",409623,PCO,,,,,,,,,,,,16,,
"""Land Between Warren Wells And Middlewood Farm",18/10/2016,16/01366/FUL,Proposed three storey 5 bedroom dwelling,Q13,,,,,,,,FUL,,,,,,
,,Wood Bottom Lane,,,,,,,,,,,,,,,,
,,Brighouse,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
423885,11/01/2017,"""",413255,16,DEL,23/12/2016,,23/12/2016,23/12/2016,,,16,,,,1,,16
"""1 Waterhouses",18/10/2016,16/01367/192,Dormer to rear (Lawful Development Certificate for proposed use),Q26,,,,,,,,192,,,,,,
,,Gough Lane,,,,,,,,,,,,,,,,
,,Soyland,,,,,,,,,,,,,,,,
,,Sowerby Bridge,,,,,,,,,,,,,,,,
,,West Yorkshire,,,,,,,,,,,,,,,,
,,HX6 4NP,,,,,,,,,,,,,,,,
421275,13/12/2016,"""",402838,44,DEL,25/11/2016,,13/12/2016,13/12/2016,,,44,,,,12,,44
including demolition works,18/10/2016,16/01368/HSE,"""Remodelling of bungalow",Q21,,,,,,,,HSE,,,,,,
,,Rastrick,,,,,,,,,,,,,,,,
,,Brighouse,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HD6 3SA,,,,,,,,,,,,,,,,
421272,29/12/2016,"""",414429,11,DEL,26/12/2016,14/11/2016,20/12/2016,21/12/2016,,,11,,,,11,,11
"new detached double garage""",19/10/2016,16/01373/FUL,"""Conversion of barn to dwelling",Q13,,,,,,,,FUL,,,,,,
,,Faugh Lane,,,,,,,,,,,,,,,,
,,Heptonstall,,,,,,,,,,,,,,,,
,,Hebden Bridge,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX7 7PD,,,,,,,,,,,,,,,,
428483,29/12/2016,"""",397261,16,DEL,22/12/2016,14/11/2016,19/12/2016,21/12/2016,,,16,,,,2,,16
"""2 The Dell",05/10/2016,15/00666/DISC2,Submission of information to Discharge Conditions on application 15/00666 -,DISC,,,,,,,,DISC2,,,,,,
,,Eaves Road,,,,,,,,,,,,,,,,
,,Hebden Bridge,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX7 6DP,,,,,,,,,,,,,,,,
427541,19/12/2016,"""",398433,PCOMP,,,,13/12/2016,13/12/2016,,,PCOMP,,,,2,,
"""2 Blue Ball Cottages",21/10/2016,16/01382/HSE,Single storey extension to rear of property and porch to front,Q21,,,,,,,,HSE,,,,,,
,,Norland Town Road,,,,,,,,,,,,,,,,
,,Sowerby Bridge,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX6 3RQ,,,,,,,,,,,,,,,,
422896,16/12/2016,"""",406809,1,DEL,23/11/2016,02/11/2016,30/11/2016,30/11/2016,,,1,,,,4,,1
"""15 Frances Street",27/10/2016,16/00699/DISC1,Submission of information to Discharge Conditions on application 16/00699- conditions 4 and 5,DISC,,,,,,,,DISC1,,,,,,
,,Brighouse,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HD6 2DU,,,,,,,,,,,,,,,,
423317,23/12/2016,"""",414151,PCOMP,,23/11/2016,,29/03/2017,29/03/2017,,,PCOMP,,,,1,,
"replace with ground floor extension and garage link""",01/12/2016,16/01566/HSE,"""Demolish conservatory and covered area",Q21,,,,,,,,HSE,,,,,,
,,Shelf,,,,,,,,,,,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX3 7NF,,,,,,,,,,,,,,,,
428437,27/01/2017,"""",411650,1,DEL,06/01/2017,12/12/2016,27/01/2017,27/01/2017,,,1,,,,8,,1
replacement windows,07/12/2016,16/01590/LBC,"""Internal alterations",Q23,,,,,,,,LBC,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,West Yorkshire,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
424965,28/02/2017,"""",409158,3,DEL,10/02/2017,11/01/2017,26/02/2017,27/02/2017,,,3,,,,16,,3
"""11 Vine Grove",09/12/2016,16/01601/HSE,Two storey rear and side extension,Q21,,,,,,,,HSE,,,,,,
,,Clifton,,,,,,,,,,,,,,,,
,,Brighouse,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HD6 4JU,,,,,,,,,,,,,,,,
422795,03/02/2017,"""",415920,1,DEL,03/02/2017,20/12/2016,03/02/2017,03/02/2017,,,1,,,,1,,1
"""Land West Of Rose Villas",13/12/2016,16/00009/DTA,10 dwellings (Development Team Application),DTA,,,,,,,,DTA,,,,,,
,,Heptonstall Road,,,,,,,,,,,,,,,,
,,Hebden Bridge,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
427309,17/03/2017,"""",398814,PCO,,,,,,,,,,,,2,,
"""4 The Pastures",16/12/2016,16/01639/HSE,Detached garage and driveway,Q21,,,,,,,,HSE,,,,,,
,,Shelf,,,,,,,,,,,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX3 7UE,,,,,,,,,,,,,,,,
429502,02/03/2017,"""",411618,1,DEL,10/02/2017,16/01/2017,02/03/2017,02/03/2017,,,1,,,,8,,1
"""Aysgarth",21/12/2016,16/01661/HSE,Single storey rear extension,Q21,,,,,,,,HSE,,,,,,
,,Krumlin Road,,,,,,,,,,,,,,,,
,,Scammonden Road,,,,,,,,,,,,,,,,
,,Barkisland,,,,,,,,,,,,,,,,
,,Sowerby Bridge,,,,,,,,,,,,,,,,
,,West Yorkshire,,,,,,,,,,,,,,,,
,,HX4 0AX,,,,,,,,,,,,,,,,
418846,06/03/2017,"""",405700,1,DEL,10/02/2017,18/01/2017,06/03/2017,06/03/2017,,,1,,,,12,,1
"""Adamroyd Mill",22/12/2016,08/02020/NMA,Non Material Amendment to application 08/02020 Amendment to conditions wording required to allow commencement of development prior to expiration of planning permission,NMA,,,,,,,,NMA,,,,,,
,,Victoria Road,,,,,,,,,,,,,,,,
,,Todmorden,,,,,,,,,,,,,,,,
,,OL14 5LN,,,,,,,,,,,,,,,,
424668,18/01/2017,"""",393529,NMAAC,DEL,30/01/2017,,11/04/2017,18/05/2017,,,NMAAC,,,,15,,
"""Halifax Magistrates Court",14/12/2016,16/22097/TCA,Prune trees (Tree in a Conservation Area),TCA,,,,,,,,TCA,,,,,,
,,Harrison Road,,,,,,,,,,,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX1 2AN,,,,,,,,,,,,,,,,
424876,25/01/2017,"""",409116,40,DEL,20/01/2017,,20/01/2017,23/01/2017,,,40,,,,16,,40
"""Brink Top Farm",05/01/2017,17/00022/DEVAC,Works to Listed Building,DEVAC,,,,,,,,DEVAC,,,,,,
,,Brink Top,,,,,,,,,,,,,,,,
,,Lumbutts,,,,,,,,,,,,,,,,
,,Todmorden,,,,,,,,,,,,,,,,
423582,02/03/2017,"OL14 6JB""",395604,REPLY,,,,09/02/2017,09/02/2017,,,REPLY,,,,2,,
"""Land At Junction Of Bank Top And Southowram Bank",04/10/2016,16/01306/FUL,Residential Development of 4 detached dwellings,Q13,,,,,,,,FUL,,,,,,
,,Southowram Bank,,,,,,,,,,,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
424616,20/04/2017,"""",410307,PCO,,10/05/2017,14/03/2017,,,,,,,,,16,,
extending out by 4 metres,11/10/2016,16/42043/42DAYS,"""Prior Approval application for proposed single storey extension to rear",,"""127 Watkinson Road",,,,,,,42DAYS,,,,,,
,,Holmfield,,,,,,,,,,,,,,,,
,,Halifax,,,,,,,,,,,,,,,,
,,Calderdale,,,,,,,,,,,,,,,,
,,HX2 9BZ,,,,,,,,,,,,,,,,
427768,15/11/2016,"""",407743,33,DEL,03/11/2016,12/10/2016,03/11/2016,03/11/2016,,,33,,,,6,,33
